Complexity metrics,Qua, 13 dez 2017 15:31:40 BRST
"freemind.modes.common.actions.NewMapAction.actionPerformed(ActionEvent)",1,1,1
"freemind.modes.common.dialogs.EnterPasswordDialog.EnterPasswordDialog()",1,1,1
"freemind.modes.common.dialogs.EnterPasswordDialog.EnterPasswordDialog(JFrame,TextTranslator,boolean)",1,1,1
"freemind.modes.common.dialogs.EnterPasswordDialog.cancelPressed()",1,1,1
"freemind.modes.common.dialogs.EnterPasswordDialog.checkEqualAndMinimumSize()",6,2,6
"freemind.modes.common.dialogs.EnterPasswordDialog.close()",1,1,1
"freemind.modes.common.dialogs.EnterPasswordDialog.getJCancelButton()",1,2,2
"freemind.modes.common.dialogs.EnterPasswordDialog.getJContentPane()",1,3,3
"freemind.modes.common.dialogs.EnterPasswordDialog.getJOKButton()",1,2,2
"freemind.modes.common.dialogs.EnterPasswordDialog.getJPasswordField()",1,1,2
"freemind.modes.common.dialogs.EnterPasswordDialog.getJPasswordField1()",1,1,2
"freemind.modes.common.dialogs.EnterPasswordDialog.getPassword()",1,1,1
"freemind.modes.common.dialogs.EnterPasswordDialog.getResult()",1,1,1
"freemind.modes.common.dialogs.EnterPasswordDialog.initialize()",1,2,2
"freemind.modes.common.dialogs.EnterPasswordDialog.okPressed()",2,2,2
"freemind.modes.common.dialogs.IconSelectionPopupDialog.IconSelectionPopupDialog(JFrame,Vector<IconInformation>,FreeMindMain)",1,3,4
"freemind.modes.common.dialogs.IconSelectionPopupDialog.Position.Position(int,int)",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.Position.getX()",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.Position.getY()",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.Position.toString()",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.addIcon(int)",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.calculateIndex(Position)",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.canSelect(Position)",1,5,5
"freemind.modes.common.dialogs.IconSelectionPopupDialog.close()",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.cursorDown()",1,2,2
"freemind.modes.common.dialogs.IconSelectionPopupDialog.cursorLeft()",1,2,2
"freemind.modes.common.dialogs.IconSelectionPopupDialog.cursorRight()",1,2,2
"freemind.modes.common.dialogs.IconSelectionPopupDialog.cursorUp()",1,2,2
"freemind.modes.common.dialogs.IconSelectionPopupDialog.findIndexByKeyEvent(KeyEvent)",3,8,9
"freemind.modes.common.dialogs.IconSelectionPopupDialog.getModifiers()",1,1,4
"freemind.modes.common.dialogs.IconSelectionPopupDialog.getPosition(JLabel)",3,1,3
"freemind.modes.common.dialogs.IconSelectionPopupDialog.getPositionFromIndex(int)",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.getResult()",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.getSelectedPosition()",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.highlight(Position)",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.keyPressed(KeyEvent)",2,3,8
"freemind.modes.common.dialogs.IconSelectionPopupDialog.keyReleased(KeyEvent)",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.keyTyped(KeyEvent)",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.mouseClicked(MouseEvent)",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.mouseEntered(MouseEvent)",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.mouseExited(MouseEvent)",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.mousePressed(MouseEvent)",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.mouseReleased(MouseEvent)",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.select(Position)",1,2,2
"freemind.modes.common.dialogs.IconSelectionPopupDialog.setSelectedPosition(Position)",1,1,1
"freemind.modes.common.dialogs.IconSelectionPopupDialog.unhighlight(Position)",1,1,1
"freemind.modes.common.dialogs.PersistentEditableComboBox.PersistentEditableComboBox(ModeController,String)",1,4,5
"freemind.modes.common.dialogs.PersistentEditableComboBox.addActionListener(ActionListener)",1,1,1
"freemind.modes.common.dialogs.PersistentEditableComboBox.addUrl(String,boolean)",3,6,6
"freemind.modes.common.dialogs.PersistentEditableComboBox.getText()",1,1,1
"freemind.modes.common.dialogs.PersistentEditableComboBox.setText(String)",1,1,1
"freemind.modes.common.listeners.CommonMouseMotionManager.CommonMouseMotionManager(ModeController)",1,1,1
"freemind.modes.common.listeners.CommonMouseMotionManager.mouseDragged(MouseEvent)",1,3,4
"freemind.modes.common.listeners.CommonMouseMotionManager.mousePressed(MouseEvent)",1,3,3
"freemind.modes.common.listeners.CommonMouseMotionManager.mouseReleased(MouseEvent)",1,1,1
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.CommonNodeMouseMotionListener(ModeController)",1,3,3
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.createTimer(MouseEvent)",1,2,2
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.getControlRegion(Point2D)",1,1,1
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.handlePopupMenu(MouseEvent)",1,1,1
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.mouseClicked(MouseEvent)",1,1,1
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.mouseDragged(MouseEvent)",1,2,2
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.mouseEntered(MouseEvent)",2,1,2
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.mouseExited(MouseEvent)",1,1,1
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.mouseMoved(MouseEvent)",1,5,5
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.mousePressed(MouseEvent)",1,1,1
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.mouseReleased(MouseEvent)",2,3,5
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.stopTimerForDelayedSelection()",1,2,2
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.timeDelayedSelection.run()",1,4,4
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.timeDelayedSelection.timeDelayedSelection(ModeController,MouseEvent)",1,1,1
"freemind.modes.common.listeners.CommonNodeMouseMotionListener.updateSelectionMethod()",1,2,4
"freemind.modes.common.listeners.MindMapMouseWheelEventHandler.MindMapMouseWheelEventHandler(ControllerAdapter)",1,3,3
"freemind.modes.common.listeners.MindMapMouseWheelEventHandler.mouseWheelMoved(MouseWheelEvent)",4,5,8
"freemind.modes.common.plugins.MapNodePositionHolderBase.MapNodePositionHolderBase()",1,1,1
"freemind.modes.common.plugins.MapNodePositionHolderBase.getBarePosition()",1,1,1
"freemind.modes.common.plugins.MapNodePositionHolderBase.getBaseHook(MindMapNode)",3,1,3
"freemind.modes.common.plugins.MapNodePositionHolderBase.getImageHtml()",1,1,1
"freemind.modes.common.plugins.MapNodePositionHolderBase.getMapLocationIcon()",1,2,2
"freemind.modes.common.plugins.MapNodePositionHolderBase.hideTooltip()",1,1,1
"freemind.modes.common.plugins.MapNodePositionHolderBase.invoke(MindMapNode)",1,1,1
"freemind.modes.common.plugins.MapNodePositionHolderBase.isTooltipDesired()",1,2,2
"freemind.modes.common.plugins.MapNodePositionHolderBase.loadFrom(XMLElement)",1,1,1
"freemind.modes.common.plugins.MapNodePositionHolderBase.setStateIcon(MindMapNode,boolean)",1,2,2
"freemind.modes.common.plugins.MapNodePositionHolderBase.setTooltip()",1,1,1
"freemind.modes.common.plugins.MapNodePositionHolderBase.showTooltip()",1,3,3
"freemind.modes.common.plugins.MapNodePositionHolderBase.shutdownMapHook()",1,1,1
"freemind.modes.common.plugins.ReminderHookBase.ReminderHookBase()",1,1,1
"freemind.modes.common.plugins.ReminderHookBase.TimerBlinkTask.TimerBlinkTask(boolean)",1,1,1
"freemind.modes.common.plugins.ReminderHookBase.TimerBlinkTask.actionPerformed(ActionEvent)",2,2,3
"freemind.modes.common.plugins.ReminderHookBase.displayState(int,MindMapNode,boolean)",1,6,6
"freemind.modes.common.plugins.ReminderHookBase.getBellIcon()",1,2,2
"freemind.modes.common.plugins.ReminderHookBase.getClockIcon()",1,2,2
"freemind.modes.common.plugins.ReminderHookBase.getFlagIcon()",1,2,2
"freemind.modes.common.plugins.ReminderHookBase.getRemindUserAt()",1,1,1
"freemind.modes.common.plugins.ReminderHookBase.getRemindUserAtAsSecondsFromNow()",3,1,3
"freemind.modes.common.plugins.ReminderHookBase.getStateKey()",1,1,2
"freemind.modes.common.plugins.ReminderHookBase.invoke(MindMapNode)",2,2,3
"freemind.modes.common.plugins.ReminderHookBase.loadFrom(XMLElement)",1,2,2
"freemind.modes.common.plugins.ReminderHookBase.save(XMLElement)",1,1,1
"freemind.modes.common.plugins.ReminderHookBase.scheduleTimer()",1,1,1
"freemind.modes.common.plugins.ReminderHookBase.setRemindUserAt(long)",1,1,1
"freemind.modes.common.plugins.ReminderHookBase.shutdownMapHook()",1,2,2
"freemind.modes.filemode.FileController.CenterAction.CenterAction()",1,1,1
"freemind.modes.filemode.FileController.CenterAction.actionPerformed(ActionEvent)",1,2,2
"freemind.modes.filemode.FileController.FileController(Mode)",1,1,1
"freemind.modes.filemode.FileController.OpenPathAction.OpenPathAction()",1,1,1
"freemind.modes.filemode.FileController.OpenPathAction.actionPerformed(ActionEvent)",1,3,3
"freemind.modes.filemode.FileController.getHookFactory()",1,1,1
"freemind.modes.filemode.FileController.getModeToolBar()",1,1,1
"freemind.modes.filemode.FileController.getPopupMenu()",1,1,1
"freemind.modes.filemode.FileController.loadInternally(URL,MapAdapter)",1,1,1
"freemind.modes.filemode.FileController.newModel(ModeController)",1,1,1
"freemind.modes.filemode.FileController.newNode(Object,MindMap)",1,1,1
"freemind.modes.filemode.FileController.out(String)",1,1,1
"freemind.modes.filemode.FileController.plainClick(MouseEvent)",2,2,3
"freemind.modes.filemode.FileController.toggleFolded(MindMapNode)",1,3,3
"freemind.modes.filemode.FileController.updateMenus(StructuredMenuHolder)",1,1,1
"freemind.modes.filemode.FileEdgeModel.FileEdgeModel(MindMapNode,MapFeedback)",1,1,1
"freemind.modes.filemode.FileMapModel.FileMapModel(File,FreeMindMain,ModeController)",1,1,1
"freemind.modes.filemode.FileMapModel.FileMapModel(FreeMindMain,ModeController)",1,1,1
"freemind.modes.filemode.FileMapModel.changeNode(MindMapNode,String)",1,1,1
"freemind.modes.filemode.FileMapModel.createArrowLinkAdapter(NodeAdapter,NodeAdapter)",1,1,1
"freemind.modes.filemode.FileMapModel.createArrowLinkTarget(NodeAdapter,NodeAdapter)",1,1,1
"freemind.modes.filemode.FileMapModel.createCloudAdapter(NodeAdapter)",1,1,1
"freemind.modes.filemode.FileMapModel.createEdgeAdapter(NodeAdapter)",1,1,1
"freemind.modes.filemode.FileMapModel.createEncryptedNode(String)",1,1,1
"freemind.modes.filemode.FileMapModel.createNodeAdapter(MindMap,String)",1,1,1
"freemind.modes.filemode.FileMapModel.destroy()",1,1,1
"freemind.modes.filemode.FileMapModel.getFilteredXml(Writer)",1,1,1
"freemind.modes.filemode.FileMapModel.getLinkRegistry()",1,1,1
"freemind.modes.filemode.FileMapModel.getXml(Writer)",1,1,1
"freemind.modes.filemode.FileMapModel.isSaved()",1,1,1
"freemind.modes.filemode.FileMapModel.save(File)",1,1,1
"freemind.modes.filemode.FileMapModel.setLinkInclinationChanged()",1,1,1
"freemind.modes.filemode.FileMapModel.toString()",1,1,1
"freemind.modes.filemode.FileMode.FileMode()",1,1,1
"freemind.modes.filemode.FileMode.activate()",1,1,2
"freemind.modes.filemode.FileMode.createModeController()",1,1,1
"freemind.modes.filemode.FileMode.getController()",1,1,1
"freemind.modes.filemode.FileMode.getDefaultModeController()",1,1,1
"freemind.modes.filemode.FileMode.getToolbar()",1,1,1
"freemind.modes.filemode.FileMode.init(Controller)",1,1,1
"freemind.modes.filemode.FileMode.restore(String)",1,1,1
"freemind.modes.filemode.FileMode.toString()",1,1,1
"freemind.modes.filemode.FileNodeModel.FileNodeModel(File,MindMap)",1,1,1
"freemind.modes.filemode.FileNodeModel.childrenFolded()",3,4,4
"freemind.modes.filemode.FileNodeModel.childrenUnfolded()",2,6,7
"freemind.modes.filemode.FileNodeModel.getColor()",1,2,3
"freemind.modes.filemode.FileNodeModel.getFile()",1,1,1
"freemind.modes.filemode.FileNodeModel.getLink()",1,2,2
"freemind.modes.filemode.FileNodeModel.getStyle()",1,1,1
"freemind.modes.filemode.FileNodeModel.getText()",1,1,1
"freemind.modes.filemode.FileNodeModel.hasChildren()",1,3,3
"freemind.modes.filemode.FileNodeModel.isLeaf()",1,1,1
"freemind.modes.filemode.FileNodeModel.isWriteable()",1,1,1
"freemind.modes.filemode.FileNodeModel.toString()",1,1,2
"freemind.modes.filemode.FilePopupMenu.FilePopupMenu(FileController)",1,1,1
"freemind.modes.filemode.FilePopupMenu.add(Action,String)",1,1,1
"freemind.modes.filemode.FileToolBar.FileToolBar(FileController)",1,1,1
"freemind.modes.mindmapmode.EncryptedMindMapNode.EncryptedMindMapNode(Object,MindMap)",1,4,4
"freemind.modes.mindmapmode.EncryptedMindMapNode.checkPassword(StringBuffer)",6,6,6
"freemind.modes.mindmapmode.EncryptedMindMapNode.childrenFolded()",2,2,2
"freemind.modes.mindmapmode.EncryptedMindMapNode.childrenUnfolded()",2,3,3
"freemind.modes.mindmapmode.EncryptedMindMapNode.decrypt(StringBuffer)",2,5,7
"freemind.modes.mindmapmode.EncryptedMindMapNode.decryptXml(String,StringBuffer)",1,1,1
"freemind.modes.mindmapmode.EncryptedMindMapNode.encrypt()",1,3,3
"freemind.modes.mindmapmode.EncryptedMindMapNode.encryptXml(StringBuffer)",1,2,2
"freemind.modes.mindmapmode.EncryptedMindMapNode.equals(StringBuffer,StringBuffer)",4,2,4
"freemind.modes.mindmapmode.EncryptedMindMapNode.generateEncryptedContent()",1,1,1
"freemind.modes.mindmapmode.EncryptedMindMapNode.getAdditionalInfo()",2,1,2
"freemind.modes.mindmapmode.EncryptedMindMapNode.getChildCount()",2,2,2
"freemind.modes.mindmapmode.EncryptedMindMapNode.getMindMapMapModel()",1,1,1
"freemind.modes.mindmapmode.EncryptedMindMapNode.getNodeFromXml(String)",1,1,1
"freemind.modes.mindmapmode.EncryptedMindMapNode.hasChildren()",2,2,2
"freemind.modes.mindmapmode.EncryptedMindMapNode.insert(MutableTreeNode,int)",2,2,2
"freemind.modes.mindmapmode.EncryptedMindMapNode.isAccessible()",1,1,1
"freemind.modes.mindmapmode.EncryptedMindMapNode.isFolded()",2,2,2
"freemind.modes.mindmapmode.EncryptedMindMapNode.isStoringEncryptedContent()",1,1,1
"freemind.modes.mindmapmode.EncryptedMindMapNode.isWriteable()",1,2,2
"freemind.modes.mindmapmode.EncryptedMindMapNode.save(Writer,MindMapLinkRegistry,boolean,boolean)",4,4,4
"freemind.modes.mindmapmode.EncryptedMindMapNode.setAccessible(boolean)",1,1,1
"freemind.modes.mindmapmode.EncryptedMindMapNode.setAdditionalInfo(String)",1,1,1
"freemind.modes.mindmapmode.EncryptedMindMapNode.setFolded(boolean)",1,2,2
"freemind.modes.mindmapmode.EncryptedMindMapNode.setMap(MindMap)",1,1,1
"freemind.modes.mindmapmode.EncryptedMindMapNode.setPassword(StringBuffer)",1,1,1
"freemind.modes.mindmapmode.EncryptedMindMapNode.setShuttingDown(boolean)",1,1,1
"freemind.modes.mindmapmode.EncryptedMindMapNode.setStoringEncryptedContent(boolean)",1,1,1
"freemind.modes.mindmapmode.EncryptedMindMapNode.updateIcon()",1,2,2
"freemind.modes.mindmapmode.JAutoScrollBarPane.JAutoScrollBarPane(Component)",1,1,1
"freemind.modes.mindmapmode.JAutoScrollBarPane.doLayout()",1,7,7
"freemind.modes.mindmapmode.JAutoScrollBarPane.getPreferredSize()",1,2,2
"freemind.modes.mindmapmode.MindMapArrowLinkModel.MindMapArrowLinkModel(MindMapNode,MindMapNode,MapFeedback)",1,1,1
"freemind.modes.mindmapmode.MindMapArrowLinkModel.changeInclination(MapView,int,int,int,int)",1,4,9
"freemind.modes.mindmapmode.MindMapArrowLinkModel.changeInclination(int,int,NodeView,Point)",1,2,6
"freemind.modes.mindmapmode.MindMapArrowLinkModel.clone()",1,1,1
"freemind.modes.mindmapmode.MindMapArrowLinkModel.toString()",1,1,1
"freemind.modes.mindmapmode.MindMapCloudModel.MindMapCloudModel(MindMapNode,MapFeedback)",1,1,1
"freemind.modes.mindmapmode.MindMapController.DefaultMindMapNodeCreator.createNode(Object,MindMap)",1,1,1
"freemind.modes.mindmapmode.MindMapController.EditLongAction.EditLongAction()",1,1,1
"freemind.modes.mindmapmode.MindMapController.EditLongAction.actionPerformed(ActionEvent)",1,1,1
"freemind.modes.mindmapmode.MindMapController.ExportBranchToHTMLAction.ExportBranchToHTMLAction(MindMapController)",1,1,1
"freemind.modes.mindmapmode.MindMapController.ExportBranchToHTMLAction.actionPerformed(ActionEvent)",2,2,3
"freemind.modes.mindmapmode.MindMapController.ExportToHTMLAction.ExportToHTMLAction(MindMapController)",1,1,1
"freemind.modes.mindmapmode.MindMapController.ExportToHTMLAction.actionPerformed(ActionEvent)",2,3,3
"freemind.modes.mindmapmode.MindMapController.FollowLinkAction.FollowLinkAction()",1,1,1
"freemind.modes.mindmapmode.MindMapController.FollowLinkAction.actionPerformed(ActionEvent)",1,3,3
"freemind.modes.mindmapmode.MindMapController.ImportBranchAction.ImportBranchAction()",1,1,1
"freemind.modes.mindmapmode.MindMapController.ImportBranchAction.actionPerformed(ActionEvent)",2,3,4
"freemind.modes.mindmapmode.MindMapController.ImportLinkedBranchAction.ImportLinkedBranchAction()",1,1,1
"freemind.modes.mindmapmode.MindMapController.ImportLinkedBranchAction.actionPerformed(ActionEvent)",2,5,5
"freemind.modes.mindmapmode.MindMapController.ImportLinkedBranchWithoutRootAction.ImportLinkedBranchWithoutRootAction()",1,1,1
"freemind.modes.mindmapmode.MindMapController.ImportLinkedBranchWithoutRootAction.actionPerformed(ActionEvent)",2,6,6
"freemind.modes.mindmapmode.MindMapController.LinkActionBase.LinkActionBase(String)",1,1,1
"freemind.modes.mindmapmode.MindMapController.LinkActionBase.isEnabled(JMenuItem,Action)",4,2,4
"freemind.modes.mindmapmode.MindMapController.MapSourceChangeDialog.MapSourceChangeDialog()",1,1,1
"freemind.modes.mindmapmode.MindMapController.MapSourceChangeDialog.getReturnValue()",1,1,1
"freemind.modes.mindmapmode.MindMapController.MapSourceChangeDialog.run()",2,2,2
"freemind.modes.mindmapmode.MindMapController.MindMapController(Mode)",1,1,1
"freemind.modes.mindmapmode.MindMapController.MindMapFilter.accept(File)",4,2,4
"freemind.modes.mindmapmode.MindMapController.MindMapFilter.getDescription()",1,1,1
"freemind.modes.mindmapmode.MindMapController.NodeInformationTimerAction.actionPerformed(ActionEvent)",1,1,1
"freemind.modes.mindmapmode.MindMapController.NodeInformationTimerAction.actionPerformedInternally(ActionEvent)",7,5,9
"freemind.modes.mindmapmode.MindMapController.NodeInformationTimerAction.interrupt()",1,3,4
"freemind.modes.mindmapmode.MindMapController.NodeInformationTimerAction.isRunning()",1,1,1
"freemind.modes.mindmapmode.MindMapController.OpenLinkDirectoryAction.OpenLinkDirectoryAction()",1,1,1
"freemind.modes.mindmapmode.MindMapController.OpenLinkDirectoryAction.actionPerformed(ActionEvent)",1,4,4
"freemind.modes.mindmapmode.MindMapController.SetImageByFileChooserAction.SetImageByFileChooserAction()",1,1,1
"freemind.modes.mindmapmode.MindMapController.SetImageByFileChooserAction.actionPerformed(ActionEvent)",1,1,1
"freemind.modes.mindmapmode.MindMapController.SetLinkByFileChooserAction.SetLinkByFileChooserAction()",1,1,1
"freemind.modes.mindmapmode.MindMapController.SetLinkByFileChooserAction.actionPerformed(ActionEvent)",1,1,1
"freemind.modes.mindmapmode.MindMapController.addAttribute(MindMapNode,Attribute)",1,1,1
"freemind.modes.mindmapmode.MindMapController.addHook(MindMapNode,List<MindMapNode>,String,Properties)",1,1,1
"freemind.modes.mindmapmode.MindMapController.addIcon(MindMapNode,MindIcon)",1,1,1
"freemind.modes.mindmapmode.MindMapController.addIconsToMenu(StructuredMenuHolder,String)",1,2,2
"freemind.modes.mindmapmode.MindMapController.addLink(MindMapNode,MindMapNode)",1,1,1
"freemind.modes.mindmapmode.MindMapController.addNew(MindMapNode,int,KeyEvent)",1,1,1
"freemind.modes.mindmapmode.MindMapController.addNewNode(MindMapNode,int,boolean)",1,1,1
"freemind.modes.mindmapmode.MindMapController.applyPattern(MindMapNode,Pattern)",1,1,1
"freemind.modes.mindmapmode.MindMapController.applyPattern(MindMapNode,String)",3,3,3
"freemind.modes.mindmapmode.MindMapController.blendNodeColor(MindMapNode)",1,1,2
"freemind.modes.mindmapmode.MindMapController.changeArrowsOfArrowLink(MindMapArrowLink,boolean,boolean)",1,1,1
"freemind.modes.mindmapmode.MindMapController.changeSelection(NodeView,boolean)",1,1,1
"freemind.modes.mindmapmode.MindMapController.clearNodeContents(MindMapNode)",1,1,1
"freemind.modes.mindmapmode.MindMapController.close(boolean)",1,1,1
"freemind.modes.mindmapmode.MindMapController.copy(MindMapNode,boolean)",1,1,2
"freemind.modes.mindmapmode.MindMapController.createIconActions()",5,5,6
"freemind.modes.mindmapmode.MindMapController.createModeControllerHook(String)",1,1,1
"freemind.modes.mindmapmode.MindMapController.createNodeHook(String,MindMapNode)",4,3,4
"freemind.modes.mindmapmode.MindMapController.createNodeHookActions()",1,4,4
"freemind.modes.mindmapmode.MindMapController.createPatternSubMenu(StructuredMenuHolder,String)",1,2,2
"freemind.modes.mindmapmode.MindMapController.createPatterns(List<Pattern>)",1,4,4
"freemind.modes.mindmapmode.MindMapController.createStandardActions()",1,1,1
"freemind.modes.mindmapmode.MindMapController.cut()",1,1,1
"freemind.modes.mindmapmode.MindMapController.cut(List<MindMapNode>)",1,1,1
"freemind.modes.mindmapmode.MindMapController.deRegisterMouseWheelEventHandler(MouseWheelEventHandler)",1,1,1
"freemind.modes.mindmapmode.MindMapController.decorateDialog(JDialog,String)",1,1,1
"freemind.modes.mindmapmode.MindMapController.deleteNode(MindMapNode)",1,1,1
"freemind.modes.mindmapmode.MindMapController.deregisterPlugin(MindMapControllerPlugin)",1,1,1
"freemind.modes.mindmapmode.MindMapController.doTransaction(String,ActionPair)",1,1,1
"freemind.modes.mindmapmode.MindMapController.doubleClick(MouseEvent)",2,7,8
"freemind.modes.mindmapmode.MindMapController.edit(KeyEvent,boolean,boolean)",1,1,1
"freemind.modes.mindmapmode.MindMapController.extendSelection(MouseEvent)",1,12,12
"freemind.modes.mindmapmode.MindMapController.getActionRegistry()",1,1,1
"freemind.modes.mindmapmode.MindMapController.getActorFactory()",1,1,1
"freemind.modes.mindmapmode.MindMapController.getClipboard()",1,2,2
"freemind.modes.mindmapmode.MindMapController.getClipboardContents()",1,1,1
"freemind.modes.mindmapmode.MindMapController.getContent(String,int)",5,4,16
"freemind.modes.mindmapmode.MindMapController.getFileFilter()",1,1,1
"freemind.modes.mindmapmode.MindMapController.getHookFactory()",1,1,2
"freemind.modes.mindmapmode.MindMapController.getLeftToolBar()",1,1,1
"freemind.modes.mindmapmode.MindMapController.getLinkByFileChooser(FileFilter)",2,3,3
"freemind.modes.mindmapmode.MindMapController.getMindMapMapModel()",1,1,1
"freemind.modes.mindmapmode.MindMapController.getModeToolBar()",1,1,1
"freemind.modes.mindmapmode.MindMapController.getPatternReader()",1,3,3
"freemind.modes.mindmapmode.MindMapController.getPatternsList()",1,1,1
"freemind.modes.mindmapmode.MindMapController.getPlugins()",1,1,1
"freemind.modes.mindmapmode.MindMapController.getPopupForModel(Object)",2,5,9
"freemind.modes.mindmapmode.MindMapController.getPopupMenu()",1,1,1
"freemind.modes.mindmapmode.MindMapController.getRegisteredMouseWheelEventHandler()",1,1,1
"freemind.modes.mindmapmode.MindMapController.getToolBar()",1,1,1
"freemind.modes.mindmapmode.MindMapController.increaseFontSize(MindMapNode,int)",1,2,2
"freemind.modes.mindmapmode.MindMapController.init()",1,2,2
"freemind.modes.mindmapmode.MindMapController.insertAttribute(MindMapNode,int,Attribute)",1,1,1
"freemind.modes.mindmapmode.MindMapController.insertNodeInto(MindMapNode,MindMapNode)",1,1,1
"freemind.modes.mindmapmode.MindMapController.insertNodeInto(MindMapNode,MindMapNode,int)",1,1,1
"freemind.modes.mindmapmode.MindMapController.invokeHook(ModeControllerHook)",1,2,2
"freemind.modes.mindmapmode.MindMapController.isUndoAction()",1,2,2
"freemind.modes.mindmapmode.MindMapController.joinNodes(MindMapNode,List<MindMapNode>)",1,1,1
"freemind.modes.mindmapmode.MindMapController.loadInternally(URL,MapAdapter)",2,6,6
"freemind.modes.mindmapmode.MindMapController.loadPatternActions()",1,5,5
"freemind.modes.mindmapmode.MindMapController.loadPatterns(Reader)",1,1,1
"freemind.modes.mindmapmode.MindMapController.loadTree(File)",1,1,1
"freemind.modes.mindmapmode.MindMapController.loadTree(ReaderCreator)",1,1,1
"freemind.modes.mindmapmode.MindMapController.loadURL(String)",3,2,3
"freemind.modes.mindmapmode.MindMapController.mapSourceChanged(MindMap)",1,1,1
"freemind.modes.mindmapmode.MindMapController.marshall(XmlAction)",1,1,1
"freemind.modes.mindmapmode.MindMapController.moveNodePosition(MindMapNode,int,int,int)",1,1,1
"freemind.modes.mindmapmode.MindMapController.moveNodes(MindMapNode,List<MindMapNode>,int)",1,1,1
"freemind.modes.mindmapmode.MindMapController.newModel(ModeController)",1,1,1
"freemind.modes.mindmapmode.MindMapController.newNode(Object,MindMap)",1,1,2
"freemind.modes.mindmapmode.MindMapController.nodeChanged(MindMapNode)",1,3,3
"freemind.modes.mindmapmode.MindMapController.nodeStyleChanged(MindMapNode)",1,4,4
"freemind.modes.mindmapmode.MindMapController.obtainFocusForSelected()",1,1,1
"freemind.modes.mindmapmode.MindMapController.onFocusNode(NodeView)",1,1,1
"freemind.modes.mindmapmode.MindMapController.onLostFocusNode(NodeView)",1,1,1
"freemind.modes.mindmapmode.MindMapController.out(String)",1,1,1
"freemind.modes.mindmapmode.MindMapController.paste(MindMapNode,MindMapNode)",1,1,1
"freemind.modes.mindmapmode.MindMapController.paste(Transferable,MindMapNode)",1,1,1
"freemind.modes.mindmapmode.MindMapController.paste(Transferable,MindMapNode,boolean,boolean)",1,4,4
"freemind.modes.mindmapmode.MindMapController.plainClick(MouseEvent)",4,3,4
"freemind.modes.mindmapmode.MindMapController.processMenuCategory(StructuredMenuHolder,List<Object>,String)",1,9,11
"freemind.modes.mindmapmode.MindMapController.recursiveCallUpdateHooks(MindMapNode,MindMapNode)",1,8,8
"freemind.modes.mindmapmode.MindMapController.registerMouseWheelEventHandler(MouseWheelEventHandler)",1,1,1
"freemind.modes.mindmapmode.MindMapController.registerPlugin(MindMapControllerPlugin)",1,1,1
"freemind.modes.mindmapmode.MindMapController.removeAllIcons(MindMapNode)",1,1,1
"freemind.modes.mindmapmode.MindMapController.removeAttribute(MindMapNode,int)",1,1,1
"freemind.modes.mindmapmode.MindMapController.removeHook(MindMapNode,List<MindMapNode>,String)",1,1,1
"freemind.modes.mindmapmode.MindMapController.removeLastIcon(MindMapNode)",1,1,1
"freemind.modes.mindmapmode.MindMapController.removeNodeFromParent(MindMapNode)",1,1,1
"freemind.modes.mindmapmode.MindMapController.removeReference(MindMapLink)",1,1,1
"freemind.modes.mindmapmode.MindMapController.repaintMap()",1,1,1
"freemind.modes.mindmapmode.MindMapController.saveHTML(List<MindMapNodeModel>,Writer)",1,1,1
"freemind.modes.mindmapmode.MindMapController.saveHTML(MindMapNodeModel,File)",1,1,1
