Complexity metrics,Sex, 17 nov 2017 11:09:50 BRST
Method,ev(G),iv(G),v(G)
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.addFilename(FilenameSelector)",1,1,1
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.addMajority(MajoritySelector)",1,1,1
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.addModified(ModifiedSelector)",1,1,1
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.addNone(NoneSelector)",1,1,1
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.addNot(NotSelector)",1,1,1
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.addOr(OrSelector)",1,1,1
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.addPresent(PresentSelector)",1,1,1
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.addReadable(ReadableSelector)",1,1,1
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.addSelector(SelectSelector)",1,1,1
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.addSize(SizeSelector)",1,1,1
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.addType(TypeSelector)",1,1,1
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.addWritable(WritableSelector)",1,1,1
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.appendSelector(FileSelector)",2,2,2
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.clone()",2,2,3
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.dieOnCircularReference(Stack<Object>,Project)",2,4,5
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.getSelectors(Project)",2,2,2
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.hasSelectors()",2,2,2
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.selectorCount()",2,2,2
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.selectorElements()",2,2,2
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.toString()",1,4,4
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer.validate()",1,4,4
"org.apache.tools.ant.types.selectors.AndSelector.AndSelector()",1,1,1
"org.apache.tools.ant.types.selectors.AndSelector.isSelected(File,String,File)",3,2,3
"org.apache.tools.ant.types.selectors.AndSelector.toString()",1,2,2
"org.apache.tools.ant.types.selectors.BaseExtendSelector.BaseExtendSelector()",1,1,1
"org.apache.tools.ant.types.selectors.BaseExtendSelector.getParameters()",1,1,1
"org.apache.tools.ant.types.selectors.BaseExtendSelector.setParameters(Parameter[])",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelector.BaseSelector()",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelector.getError()",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelector.setError(String)",1,1,2
"org.apache.tools.ant.types.selectors.BaseSelector.validate()",2,3,4
"org.apache.tools.ant.types.selectors.BaseSelector.verifySettings()",1,2,2
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.BaseSelectorContainer()",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.add(FileSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addAnd(AndSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addContains(ContainsSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addContainsRegexp(ContainsRegexpSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addCustom(ExtendSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addDate(DateSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addDepend(DependSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addDepth(DepthSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addDifferent(DifferentSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addFilename(FilenameSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addMajority(MajoritySelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addModified(ModifiedSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addNone(NoneSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addNot(NotSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addOr(OrSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addPresent(PresentSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addReadable(ReadableSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addSelector(SelectSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addSize(SizeSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addType(TypeSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.addWritable(WritableSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.appendSelector(FileSelector)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.dieOnCircularReference(Stack<Object>,Project)",2,4,5
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.getSelectors(Project)",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.hasSelectors()",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.selectorCount()",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.selectorElements()",1,1,1
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.toString()",1,3,3
"org.apache.tools.ant.types.selectors.BaseSelectorContainer.validate()",2,3,4
"org.apache.tools.ant.types.selectors.ContainsRegexpSelector.ContainsRegexpSelector()",1,1,1
"org.apache.tools.ant.types.selectors.ContainsRegexpSelector.isSelected(File,String,File)",1,1,1
"org.apache.tools.ant.types.selectors.ContainsRegexpSelector.isSelected(Resource)",4,6,8
"org.apache.tools.ant.types.selectors.ContainsRegexpSelector.setCaseSensitive(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.ContainsRegexpSelector.setExpression(String)",1,1,1
"org.apache.tools.ant.types.selectors.ContainsRegexpSelector.setMultiLine(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.ContainsRegexpSelector.setParameters(Parameter[])",1,7,7
"org.apache.tools.ant.types.selectors.ContainsRegexpSelector.setSingleLine(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.ContainsRegexpSelector.toString()",1,1,1
"org.apache.tools.ant.types.selectors.ContainsRegexpSelector.verifySettings()",1,2,2
"org.apache.tools.ant.types.selectors.ContainsSelector.ContainsSelector()",1,1,1
"org.apache.tools.ant.types.selectors.ContainsSelector.isSelected(File,String,File)",1,1,1
"org.apache.tools.ant.types.selectors.ContainsSelector.isSelected(Resource)",4,10,12
"org.apache.tools.ant.types.selectors.ContainsSelector.setCasesensitive(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.ContainsSelector.setEncoding(String)",1,1,1
"org.apache.tools.ant.types.selectors.ContainsSelector.setIgnorewhitespace(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.ContainsSelector.setParameters(Parameter[])",1,6,6
"org.apache.tools.ant.types.selectors.ContainsSelector.setText(String)",1,1,1
"org.apache.tools.ant.types.selectors.ContainsSelector.toString()",1,1,3
"org.apache.tools.ant.types.selectors.ContainsSelector.verifySettings()",1,2,2
"org.apache.tools.ant.types.selectors.DateSelector.DateSelector()",1,1,1
"org.apache.tools.ant.types.selectors.DateSelector.getMillis()",1,2,2
"org.apache.tools.ant.types.selectors.DateSelector.isSelected(File,String,File)",1,3,3
"org.apache.tools.ant.types.selectors.DateSelector.setCheckdirs(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.DateSelector.setDatetime(String)",1,1,1
"org.apache.tools.ant.types.selectors.DateSelector.setGranularity(int)",1,1,1
"org.apache.tools.ant.types.selectors.DateSelector.setMillis(long)",1,1,1
"org.apache.tools.ant.types.selectors.DateSelector.setParameters(Parameter[])",1,11,11
"org.apache.tools.ant.types.selectors.DateSelector.setPattern(String)",1,1,1
"org.apache.tools.ant.types.selectors.DateSelector.setWhen(TimeComparison)",1,1,1
"org.apache.tools.ant.types.selectors.DateSelector.setWhen(TimeComparisons)",1,1,1
"org.apache.tools.ant.types.selectors.DateSelector.toString()",1,2,2
"org.apache.tools.ant.types.selectors.DateSelector.verifySettings()",1,6,9
"org.apache.tools.ant.types.selectors.DependSelector.DependSelector()",1,1,1
"org.apache.tools.ant.types.selectors.DependSelector.selectionTest(File,File)",1,1,1
"org.apache.tools.ant.types.selectors.DependSelector.toString()",1,4,4
"org.apache.tools.ant.types.selectors.DepthSelector.DepthSelector()",1,1,1
"org.apache.tools.ant.types.selectors.DepthSelector.isSelected(File,String,File)",7,3,9
"org.apache.tools.ant.types.selectors.DepthSelector.setMax(int)",1,1,1
"org.apache.tools.ant.types.selectors.DepthSelector.setMin(int)",1,1,1
"org.apache.tools.ant.types.selectors.DepthSelector.setParameters(Parameter[])",1,7,7
"org.apache.tools.ant.types.selectors.DepthSelector.toString()",1,1,1
"org.apache.tools.ant.types.selectors.DepthSelector.verifySettings()",1,3,5
"org.apache.tools.ant.types.selectors.DifferentSelector.selectionTest(File,File)",6,4,8
"org.apache.tools.ant.types.selectors.DifferentSelector.setIgnoreContents(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.DifferentSelector.setIgnoreFileTimes(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.ExtendSelector.ExtendSelector()",1,1,1
"org.apache.tools.ant.types.selectors.ExtendSelector.addParam(Parameter)",1,1,1
"org.apache.tools.ant.types.selectors.ExtendSelector.createClasspath()",2,3,3
"org.apache.tools.ant.types.selectors.ExtendSelector.getClasspath()",1,1,1
"org.apache.tools.ant.types.selectors.ExtendSelector.isSelected(File,String,File)",1,3,3
"org.apache.tools.ant.types.selectors.ExtendSelector.selectorCreate()",1,8,8
"org.apache.tools.ant.types.selectors.ExtendSelector.setClassname(String)",1,1,1
"org.apache.tools.ant.types.selectors.ExtendSelector.setClasspath(Path)",2,3,3
"org.apache.tools.ant.types.selectors.ExtendSelector.setClasspathref(Reference)",2,2,2
"org.apache.tools.ant.types.selectors.ExtendSelector.verifySettings()",1,7,7
"org.apache.tools.ant.types.selectors.FilenameSelector.FilenameSelector()",1,1,1
"org.apache.tools.ant.types.selectors.FilenameSelector.isSelected(File,String,File)",2,3,3
"org.apache.tools.ant.types.selectors.FilenameSelector.setCasesensitive(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.FilenameSelector.setName(String)",1,1,2
"org.apache.tools.ant.types.selectors.FilenameSelector.setNegate(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.FilenameSelector.setParameters(Parameter[])",1,7,7
"org.apache.tools.ant.types.selectors.FilenameSelector.setRegex(String)",1,1,1
"org.apache.tools.ant.types.selectors.FilenameSelector.toString()",1,3,3
"org.apache.tools.ant.types.selectors.FilenameSelector.verifySettings()",1,3,5
"org.apache.tools.ant.types.selectors.MajoritySelector.MajoritySelector()",1,1,1
"org.apache.tools.ant.types.selectors.MajoritySelector.isSelected(File,String,File)",3,2,5
"org.apache.tools.ant.types.selectors.MajoritySelector.setAllowtie(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.MajoritySelector.toString()",1,2,2
"org.apache.tools.ant.types.selectors.MappingSelector.MappingSelector()",1,1,1
"org.apache.tools.ant.types.selectors.MappingSelector.addConfigured(FileNameMapper)",2,1,3
"org.apache.tools.ant.types.selectors.MappingSelector.createMapper()",2,1,3
"org.apache.tools.ant.types.selectors.MappingSelector.isSelected(File,String,File)",3,2,4
"org.apache.tools.ant.types.selectors.MappingSelector.setGranularity(int)",1,1,1
"org.apache.tools.ant.types.selectors.MappingSelector.setTargetdir(File)",1,1,1
"org.apache.tools.ant.types.selectors.MappingSelector.verifySettings()",1,5,5
"org.apache.tools.ant.types.selectors.NoneSelector.NoneSelector()",1,1,1
"org.apache.tools.ant.types.selectors.NoneSelector.isSelected(File,String,File)",3,2,3
"org.apache.tools.ant.types.selectors.NoneSelector.toString()",1,2,2
"org.apache.tools.ant.types.selectors.NotSelector.NotSelector()",1,1,1
"org.apache.tools.ant.types.selectors.NotSelector.NotSelector(FileSelector)",1,1,1
"org.apache.tools.ant.types.selectors.NotSelector.toString()",1,2,2
"org.apache.tools.ant.types.selectors.NotSelector.verifySettings()",1,2,2
"org.apache.tools.ant.types.selectors.OrSelector.OrSelector()",1,1,1
"org.apache.tools.ant.types.selectors.OrSelector.isSelected(File,String,File)",3,2,3
"org.apache.tools.ant.types.selectors.OrSelector.toString()",1,2,2
"org.apache.tools.ant.types.selectors.PresentSelector.FilePresence.getValues()",1,1,1
"org.apache.tools.ant.types.selectors.PresentSelector.PresentSelector()",1,1,1
"org.apache.tools.ant.types.selectors.PresentSelector.addConfigured(FileNameMapper)",2,1,3
"org.apache.tools.ant.types.selectors.PresentSelector.createMapper()",2,1,3
"org.apache.tools.ant.types.selectors.PresentSelector.isSelected(File,String,File)",3,1,4
"org.apache.tools.ant.types.selectors.PresentSelector.setPresent(FilePresence)",1,1,2
"org.apache.tools.ant.types.selectors.PresentSelector.setTargetdir(File)",1,1,1
"org.apache.tools.ant.types.selectors.PresentSelector.toString()",1,5,5
"org.apache.tools.ant.types.selectors.PresentSelector.verifySettings()",1,5,5
"org.apache.tools.ant.types.selectors.ReadableSelector.isSelected(File,String,File)",1,2,2
"org.apache.tools.ant.types.selectors.ReadableSelector.isSelected(Resource)",2,2,2
"org.apache.tools.ant.types.selectors.SelectSelector.SelectSelector()",1,1,1
"org.apache.tools.ant.types.selectors.SelectSelector.appendSelector(FileSelector)",2,2,2
"org.apache.tools.ant.types.selectors.SelectSelector.getRef()",1,1,1
"org.apache.tools.ant.types.selectors.SelectSelector.getSelectors(Project)",2,2,2
"org.apache.tools.ant.types.selectors.SelectSelector.hasSelectors()",2,2,2
"org.apache.tools.ant.types.selectors.SelectSelector.isSelected(File,String,File)",3,1,3
"org.apache.tools.ant.types.selectors.SelectSelector.passesConditions()",1,2,2
"org.apache.tools.ant.types.selectors.SelectSelector.selectorCount()",2,2,2
"org.apache.tools.ant.types.selectors.SelectSelector.selectorElements()",2,2,2
"org.apache.tools.ant.types.selectors.SelectSelector.setIf(Object)",1,1,1
"org.apache.tools.ant.types.selectors.SelectSelector.setIf(String)",1,1,1
"org.apache.tools.ant.types.selectors.SelectSelector.setUnless(Object)",1,1,1
"org.apache.tools.ant.types.selectors.SelectSelector.setUnless(String)",1,1,1
"org.apache.tools.ant.types.selectors.SelectSelector.toString()",1,4,4
"org.apache.tools.ant.types.selectors.SelectSelector.verifySettings()",1,2,3
"org.apache.tools.ant.types.selectors.SelectorUtils.SelectorUtils()",1,1,1
"org.apache.tools.ant.types.selectors.SelectorUtils.allStars(char[],int,int)",3,1,3
"org.apache.tools.ant.types.selectors.SelectorUtils.different(boolean,char,char)",1,2,2
"org.apache.tools.ant.types.selectors.SelectorUtils.getInstance()",1,1,1
"org.apache.tools.ant.types.selectors.SelectorUtils.hasWildcards(String)",1,2,2
"org.apache.tools.ant.types.selectors.SelectorUtils.isOutOfDate(File,File,int)",4,1,4
"org.apache.tools.ant.types.selectors.SelectorUtils.isOutOfDate(Resource,Resource,int)",1,1,1
"org.apache.tools.ant.types.selectors.SelectorUtils.isOutOfDate(Resource,Resource,long)",1,2,4
"org.apache.tools.ant.types.selectors.SelectorUtils.match(String,String)",1,1,1
"org.apache.tools.ant.types.selectors.SelectorUtils.match(String,String,boolean)",28,14,31
"org.apache.tools.ant.types.selectors.SelectorUtils.matchPath(String,String)",1,1,1
"org.apache.tools.ant.types.selectors.SelectorUtils.matchPath(String,String,boolean)",1,1,1
"org.apache.tools.ant.types.selectors.SelectorUtils.matchPath(String[],String[],boolean)",24,12,27
"org.apache.tools.ant.types.selectors.SelectorUtils.matchPatternStart(String,String)",1,1,1
"org.apache.tools.ant.types.selectors.SelectorUtils.matchPatternStart(String,String,boolean)",2,1,2
"org.apache.tools.ant.types.selectors.SelectorUtils.matchPatternStart(String[],String[],boolean)",6,2,7
"org.apache.tools.ant.types.selectors.SelectorUtils.removeWhitespace(String)",1,3,3
"org.apache.tools.ant.types.selectors.SelectorUtils.rtrimWildcardTokens(String)",1,1,1
"org.apache.tools.ant.types.selectors.SelectorUtils.tokenizePath(String)",1,1,1
"org.apache.tools.ant.types.selectors.SelectorUtils.tokenizePath(String,String)",1,3,3
"org.apache.tools.ant.types.selectors.SelectorUtils.tokenizePathAsArray(String)",1,7,12
"org.apache.tools.ant.types.selectors.SignedSelector.isSelected(File,String,File)",2,1,2
"org.apache.tools.ant.types.selectors.SignedSelector.setName(String)",1,1,1
"org.apache.tools.ant.types.selectors.SizeSelector.ByteUnits.getValues()",1,1,1
"org.apache.tools.ant.types.selectors.SizeSelector.SizeSelector()",1,1,1
"org.apache.tools.ant.types.selectors.SizeSelector.isSelected(File,String,File)",2,2,3
"org.apache.tools.ant.types.selectors.SizeSelector.setParameters(Parameter[])",1,7,7
"org.apache.tools.ant.types.selectors.SizeSelector.setUnits(ByteUnits)",1,1,12
"org.apache.tools.ant.types.selectors.SizeSelector.setValue(long)",1,1,3
"org.apache.tools.ant.types.selectors.SizeSelector.setWhen(SizeComparisons)",1,1,1
"org.apache.tools.ant.types.selectors.SizeSelector.toString()",1,1,1
"org.apache.tools.ant.types.selectors.SizeSelector.verifySettings()",1,4,4
"org.apache.tools.ant.types.selectors.TokenizedPath.TokenizedPath(String)",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPath.TokenizedPath(String,String[])",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPath.TokenizedPath(TokenizedPath,String)",1,2,3
"org.apache.tools.ant.types.selectors.TokenizedPath.depth()",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPath.equals(Object)",1,2,2
"org.apache.tools.ant.types.selectors.TokenizedPath.findFile(File,String[],boolean)",5,7,14
"org.apache.tools.ant.types.selectors.TokenizedPath.findFile(File,boolean)",4,3,4
"org.apache.tools.ant.types.selectors.TokenizedPath.getTokens()",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPath.hashCode()",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPath.isSymlink(File)",3,6,7
"org.apache.tools.ant.types.selectors.TokenizedPath.toPattern()",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPath.toString()",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPattern.TokenizedPattern(String)",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPattern.TokenizedPattern(String,String[])",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPattern.containsPattern(String)",3,2,3
"org.apache.tools.ant.types.selectors.TokenizedPattern.depth()",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPattern.endsWith(String)",1,2,2
"org.apache.tools.ant.types.selectors.TokenizedPattern.equals(Object)",1,2,2
"org.apache.tools.ant.types.selectors.TokenizedPattern.getPattern()",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPattern.hashCode()",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPattern.matchPath(TokenizedPath,boolean)",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPattern.matchStartOf(TokenizedPath,boolean)",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPattern.rtrimWildcardTokens()",4,4,6
"org.apache.tools.ant.types.selectors.TokenizedPattern.toString()",1,1,1
"org.apache.tools.ant.types.selectors.TokenizedPattern.withoutLastToken()",3,3,3
"org.apache.tools.ant.types.selectors.TypeSelector.FileType.getValues()",1,1,1
"org.apache.tools.ant.types.selectors.TypeSelector.TypeSelector()",1,1,1
"org.apache.tools.ant.types.selectors.TypeSelector.isSelected(File,String,File)",2,2,2
"org.apache.tools.ant.types.selectors.TypeSelector.setParameters(Parameter[])",1,4,4
"org.apache.tools.ant.types.selectors.TypeSelector.setType(FileType)",1,1,1
"org.apache.tools.ant.types.selectors.TypeSelector.toString()",1,1,1
"org.apache.tools.ant.types.selectors.TypeSelector.verifySettings()",1,2,2
"org.apache.tools.ant.types.selectors.WritableSelector.isSelected(File,String,File)",1,2,2
"org.apache.tools.ant.types.selectors.WritableSelector.isSelected(Resource)",1,2,2
"org.apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm.getValue(File)",1,2,4
"org.apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm.initChecksum()",4,2,4
"org.apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm.isValid()",1,2,2
"org.apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm.setAlgorithm(String)",1,2,2
"org.apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm.toString()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm.getValue(File)",2,3,7
"org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm.initMessageDigest()",3,4,8
"org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm.isValid()",1,2,2
"org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm.setAlgorithm(String)",1,2,2
"org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm.setProvider(String)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm.toString()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.EqualComparator.compare(Object,Object)",3,1,4
"org.apache.tools.ant.types.selectors.modifiedselector.EqualComparator.toString()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.HashvalueAlgorithm.getValue(File)",2,1,3
"org.apache.tools.ant.types.selectors.modifiedselector.HashvalueAlgorithm.isValid()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.HashvalueAlgorithm.toString()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.AlgorithmName.getValues()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.CacheName.getValues()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.ComparatorName.getValues()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.ModifiedSelector()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.addClasspath(Path)",2,1,2
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.addParam(Parameter)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.addParam(String,Object)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.buildFinished(BuildEvent)",1,2,2
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.buildStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.configure()",5,14,18
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.getAlgorithm()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.getCache()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.getClassLoader()",1,3,3
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.getComparator()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.getDelayUpdate()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.getModified()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.isSelected(File,String,File)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.isSelected(File,String,String)",2,3,5
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.isSelected(Resource)",2,3,5
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.loadClass(String,String,Class<? extends T>)",2,2,5
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.messageLogged(BuildEvent)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.saveCache()",1,2,2
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setAlgorithm(AlgorithmName)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setAlgorithmClass(String)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setCache(CacheName)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setCacheClass(String)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setClassLoader(ClassLoader)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setComparator(ComparatorName)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setComparatorClass(String)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setDelayUpdate(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setModified(int)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setParameters(Parameter[])",1,3,3
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setSeldirs(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setSelres(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setUpdate(boolean)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.targetFinished(BuildEvent)",1,2,2
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.targetStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.taskFinished(BuildEvent)",1,2,2
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.taskStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.toString()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.tryToSetAParameter(Object,String,String)",1,2,3
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.useParameter(Parameter)",1,10,13
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.verifySettings()",1,5,5
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.PropertiesfileCache()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.PropertiesfileCache(File)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.delete()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.get(Object)",1,2,3
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.getCachefile()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.isValid()",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.iterator()",1,2,2
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.load()",1,5,5
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.put(Object,Object)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.save()",2,4,5
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.setCachefile(File)",1,1,1
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.toString()",1,1,1
"org.apache.tools.ant.types.spi.Provider.check()",3,3,3
"org.apache.tools.ant.types.spi.Provider.getClassName()",1,1,1
"org.apache.tools.ant.types.spi.Provider.setClassName(String)",1,1,1
"org.apache.tools.ant.types.spi.Service.addConfiguredProvider(Provider)",1,1,1
"org.apache.tools.ant.types.spi.Service.check()",4,4,4
"org.apache.tools.ant.types.spi.Service.getAsStream()",1,2,2
