Class,CBO,CSA,CSO,CSOA,Dcy,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"org.eclipse.jdt.internal.compiler.ast.OR_OR_Expression",19,11,92,103,13,5,7,2,232,203,0,62,5,"6,50",2,41,39
"org.eclipse.jdt.internal.compiler.ast.OperatorExpression",17,7,86,93,7,3,7,3,1.388,506,4,50,1,"3,63",23,30,98
"org.eclipse.jdt.internal.compiler.ast.OperatorIds",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.ast.ParameterizedQualifiedTypeReference",32,11,108,119,20,6,6,2,269,242,2,60,9,"5,92",7,53,71
"org.eclipse.jdt.internal.compiler.ast.ParameterizedSingleTypeReference",30,11,108,119,19,6,6,2,201,179,1,59,10,"4,42",8,51,53
"org.eclipse.jdt.internal.compiler.ast.PostfixExpression",14,10,91,101,9,5,7,2,49,39,0,62,5,"1,67",3,14,10
"org.eclipse.jdt.internal.compiler.ast.PrefixExpression",13,10,90,100,7,5,7,2,35,29,0,65,4,"1,60",3,10,8
"org.eclipse.jdt.internal.compiler.ast.QualifiedAllocationExpression",42,17,94,111,30,4,7,1,318,272,2,53,8,"7,20",5,79,72
"org.eclipse.jdt.internal.compiler.ast.QualifiedNameReference",55,20,114,134,36,5,7,3,812,726,3,53,7,"7,07",13,111,191
"org.eclipse.jdt.internal.compiler.ast.QualifiedSuperReference",19,8,96,104,10,6,6,4,36,36,1,61,5,"1,67",4,16,10
"org.eclipse.jdt.internal.compiler.ast.QualifiedThisReference",26,8,90,98,16,5,6,3,87,75,1,56,6,"2,29",4,25,16
"org.eclipse.jdt.internal.compiler.ast.QualifiedTypeReference",45,8,89,97,18,4,6,3,81,79,4,62,0,"2,75",5,30,22
"org.eclipse.jdt.internal.compiler.ast.Reference",36,6,70,76,13,3,6,8,61,56,4,49,2,"3,20",4,21,16
"org.eclipse.jdt.internal.compiler.ast.ReturnStatement",30,8,35,43,23,2,6,1,215,194,2,18,1,"5,70",3,52,57
"org.eclipse.jdt.internal.compiler.ast.SingleMemberAnnotation",14,11,72,83,9,4,6,1,41,35,0,49,1,"1,80",2,14,9
"org.eclipse.jdt.internal.compiler.ast.SingleNameReference",60,15,108,123,37,5,8,3,644,572,5,53,7,"7,19",10,110,151
"org.eclipse.jdt.internal.compiler.ast.SingleTypeReference",41,7,89,96,12,4,6,3,47,45,6,62,0,"1,62",5,22,13
"org.eclipse.jdt.internal.compiler.ast.Statement",58,3,25,28,15,1,6,9,100,68,19,12,0,"2,43",7,23,17
"org.eclipse.jdt.internal.compiler.ast.StringLiteral",20,7,79,86,13,4,6,6,82,73,2,50,3,"2,00",6,21,22
"org.eclipse.jdt.internal.compiler.ast.StringLiteralConcatenation",10,10,84,94,6,5,6,1,60,49,0,56,4,"1,80",3,10,9
"org.eclipse.jdt.internal.compiler.ast.SubRoutineStatement",14,6,31,37,6,2,6,3,42,38,2,19,0,"2,75",2,10,11
"org.eclipse.jdt.internal.compiler.ast.SuperReference",24,6,91,97,11,5,6,7,35,35,2,56,6,"1,25",6,17,10
"org.eclipse.jdt.internal.compiler.ast.SwitchStatement",25,15,31,46,22,2,6,1,287,253,0,17,2,"9,50",2,57,57
"org.eclipse.jdt.internal.compiler.ast.SynchronizedStatement",22,11,38,49,18,3,6,2,154,132,0,21,1,"2,50",3,49,20
"org.eclipse.jdt.internal.compiler.ast.ThisReference",25,6,84,90,14,4,6,8,78,61,3,47,6,"1,43",8,23,20
"org.eclipse.jdt.internal.compiler.ast.ThrowStatement",18,5,31,36,15,2,6,1,48,40,0,18,1,"1,50",2,22,9
"org.eclipse.jdt.internal.compiler.ast.TrueLiteral",15,7,78,85,10,5,6,4,50,37,0,51,4,"1,57",2,14,11
"org.eclipse.jdt.internal.compiler.ast.TryStatement",38,25,37,62,30,3,6,1,504,426,0,21,1,"11,71",3,79,82
"org.eclipse.jdt.internal.compiler.ast.TypeDeclaration",119,31,69,100,62,2,8,1,1.122,922,1,17,2,"6,28",17,160,251
"org.eclipse.jdt.internal.compiler.ast.TypeParameter",31,15,50,65,10,3,7,4,71,63,0,26,2,"3,00",2,15,21
"org.eclipse.jdt.internal.compiler.ast.TypeReference",95,6,82,88,19,3,6,10,140,124,3,44,4,"2,94",14,32,47
"org.eclipse.jdt.internal.compiler.ast.UnaryExpression",27,8,74,82,20,4,7,1,277,254,0,47,6,"7,62",4,55,61
"org.eclipse.jdt.internal.compiler.ast.WhileStatement",24,10,31,41,21,2,6,1,195,175,0,18,1,"4,50",2,50,27
"org.eclipse.jdt.internal.compiler.ast.Wildcard",30,12,98,110,13,5,6,1,85,82,0,62,7,"2,78",6,25,25
"org.eclipse.jdt.internal.compiler.classfmt.ClassFileConstants",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.classfmt.ClassFileReader",36,22,76,98,22,1,6,6,993,772,0,11,1,"5,22",40,99,235
"org.eclipse.jdt.internal.compiler.classfmt.ClassFileStruct",9,2,16,18,4,0,2,3,166,164,4,0,0,"2,75",12,17,44
"org.eclipse.jdt.internal.compiler.classfmt.ClassFormatException",12,34,9,43,0,0,0,4,116,90,0,0,0,"1,44",3,9,13
"org.eclipse.jdt.internal.compiler.classfmt.FieldInfo",25,12,41,53,23,1,6,3,378,314,0,11,1,"4,05",14,57,85
"org.eclipse.jdt.internal.compiler.classfmt.InnerClassInfo",3,13,25,38,2,1,3,1,126,86,0,11,1,"2,25",5,12,18
"org.eclipse.jdt.internal.compiler.classfmt.MethodInfo",11,12,44,56,9,1,5,3,329,259,0,11,1,"3,24",15,32,68
"org.eclipse.jdt.internal.compiler.codegen.AttributeNamesConstants",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.codegen.CaseLabel",4,7,18,25,2,1,0,2,69,50,0,6,4,"2,17",1,11,13
"org.eclipse.jdt.internal.compiler.codegen.CharArrayCache",5,4,12,16,2,0,0,1,168,108,0,0,0,"2,50",7,13,30
"org.eclipse.jdt.internal.compiler.codegen.CodeStream",108,38,303,341,43,0,7,2,5.979,5.554,1,0,0,"5,05",5,373,1.530
"org.eclipse.jdt.internal.compiler.codegen.ConstantPool",24,208,28,236,20,0,3,1,907,686,0,0,0,"3,82",23,59,107
"org.eclipse.jdt.internal.compiler.codegen.DoubleCache",2,3,7,10,1,0,0,1,126,87,0,0,0,"3,71",4,7,26
"org.eclipse.jdt.internal.compiler.codegen.ExceptionLabel",6,8,17,25,3,1,0,2,24,23,0,8,2,"1,00",1,8,5
"org.eclipse.jdt.internal.compiler.codegen.FieldNameAndTypeCache",4,4,11,15,4,0,0,1,144,86,0,0,0,"2,18",7,13,24
"org.eclipse.jdt.internal.compiler.codegen.FloatCache",2,3,7,10,1,0,0,1,126,87,0,0,0,"3,71",4,7,26
"org.eclipse.jdt.internal.compiler.codegen.IntegerCache",2,4,10,14,1,0,0,1,142,88,0,0,0,"2,30",6,10,23
"org.eclipse.jdt.internal.compiler.codegen.Label",36,6,12,18,6,0,0,1,243,174,2,0,0,"3,83",3,18,46
"org.eclipse.jdt.internal.compiler.codegen.LongCache",2,4,10,14,1,0,0,1,142,88,0,0,0,"2,30",6,10,23
"org.eclipse.jdt.internal.compiler.codegen.MethodNameAndTypeCache",3,4,11,15,3,0,0,1,145,86,0,0,0,"2,18",7,14,24
"org.eclipse.jdt.internal.compiler.codegen.ObjectCache",2,4,10,14,1,0,0,1,138,83,0,0,0,"2,30",6,10,23
"org.eclipse.jdt.internal.compiler.codegen.Opcodes",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.env.AccessRestriction",38,4,7,11,3,0,0,2,100,82,0,0,0,"4,14",6,10,29
"org.eclipse.jdt.internal.compiler.env.IBinaryField",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.eclipse.jdt.internal.compiler.env.IBinaryMethod",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a
"org.eclipse.jdt.internal.compiler.env.IBinaryNestedType",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.eclipse.jdt.internal.compiler.env.IBinaryType",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13,n/a
"org.eclipse.jdt.internal.compiler.env.ICompilationUnit",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.eclipse.jdt.internal.compiler.env.IConstants",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.env.IDependent",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.compiler.env.IGenericField",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.internal.compiler.env.IGenericMethod",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.eclipse.jdt.internal.compiler.env.IGenericType",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.eclipse.jdt.internal.compiler.env.INameEnvironment",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.eclipse.jdt.internal.compiler.env.ISourceField",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a
"org.eclipse.jdt.internal.compiler.env.ISourceImport",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a
"org.eclipse.jdt.internal.compiler.env.ISourceMethod",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9,n/a
"org.eclipse.jdt.internal.compiler.env.ISourceType",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15,n/a
"org.eclipse.jdt.internal.compiler.env.NameEnvironmentAnswer",20,4,10,14,4,0,0,4,67,39,0,0,0,"1,00",7,10,10
"org.eclipse.jdt.internal.compiler.flow.ConditionalFlowInfo",4,2,57,59,4,1,0,1,177,118,0,0,2,"1,00",20,56,29
"org.eclipse.jdt.internal.compiler.flow.ExceptionHandlingFlowContext",25,11,36,47,20,1,1,1,171,158,1,23,3,"3,56",3,29,32
"org.eclipse.jdt.internal.compiler.flow.FinallyFlowContext",12,8,34,42,11,1,1,2,132,114,0,21,5,"3,71",4,18,26
"org.eclipse.jdt.internal.compiler.flow.FlowContext",78,3,27,30,21,0,1,9,438,376,4,0,0,"3,81",18,49,103
"org.eclipse.jdt.internal.compiler.flow.FlowInfo",74,6,31,37,4,0,0,27,132,74,2,0,0,"2,00",23,34,10
"org.eclipse.jdt.internal.compiler.flow.InitializationFlowContext",17,14,40,54,11,2,1,1,73,68,0,31,2,"1,75",1,9,7
"org.eclipse.jdt.internal.compiler.flow.InsideSubRoutineFlowContext",7,3,33,36,5,1,1,2,35,31,0,21,5,"1,33",4,13,8
"org.eclipse.jdt.internal.compiler.flow.LabelFlowContext",8,5,36,41,7,2,1,1,35,30,0,27,2,"1,50",2,9,6
"org.eclipse.jdt.internal.compiler.flow.LoopingFlowContext",19,13,42,55,15,2,1,3,159,149,0,22,7,"3,40",6,26,34
"org.eclipse.jdt.internal.compiler.flow.SwitchFlowContext",13,4,32,36,5,1,1,3,33,29,2,22,4,"1,20",3,10,6
"org.eclipse.jdt.internal.compiler.flow.UnconditionalFlowInfo",25,11,68,79,7,1,0,5,706,522,0,1,1,"3,27",27,44,131
"org.eclipse.jdt.internal.compiler.impl.BooleanConstant",4,1,18,19,3,1,2,2,21,20,0,9,3,"1,20",4,6,6
"org.eclipse.jdt.internal.compiler.impl.ByteConstant",3,1,24,25,2,1,2,2,38,37,0,3,9,"1,09",10,11,12
"org.eclipse.jdt.internal.compiler.impl.CharConstant",3,1,24,25,2,1,2,2,39,38,0,3,9,"1,09",10,11,12
"org.eclipse.jdt.internal.compiler.impl.CompilerOptions",86,166,11,177,7,0,4,1,750,707,0,0,0,"20,45",7,13,225
"org.eclipse.jdt.internal.compiler.impl.Constant",68,4,42,46,13,0,2,2,1.469,1.369,9,0,0,"22,46",42,54,921
"org.eclipse.jdt.internal.compiler.impl.DoubleConstant",5,1,24,25,2,1,2,2,40,40,0,3,9,"1,18",10,11,13
"org.eclipse.jdt.internal.compiler.impl.FloatConstant",3,1,24,25,2,1,2,2,38,38,0,3,9,"1,09",10,11,12
"org.eclipse.jdt.internal.compiler.impl.ITypeRequestor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.eclipse.jdt.internal.compiler.impl.IntConstant",3,1,24,25,2,1,2,2,39,38,0,3,9,"1,09",10,11,12
"org.eclipse.jdt.internal.compiler.impl.LongConstant",3,1,24,25,2,1,2,2,38,37,0,3,9,"1,09",10,11,12
"org.eclipse.jdt.internal.compiler.impl.ReferenceContext",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.eclipse.jdt.internal.compiler.impl.ShortConstant",3,1,24,25,2,1,2,2,38,37,0,3,9,"1,09",10,11,12
"org.eclipse.jdt.internal.compiler.impl.StringConstant",4,1,18,19,2,1,2,2,31,20,0,10,2,"1,20",4,5,6
"org.eclipse.jdt.internal.compiler.lookup.ArrayBinding",47,8,72,80,15,2,8,2,188,153,0,31,11,"2,27",19,48,50
"org.eclipse.jdt.internal.compiler.lookup.BaseTypeBinding",19,4,61,65,5,2,8,4,155,147,0,42,1,"5,27",10,12,58
"org.eclipse.jdt.internal.compiler.lookup.BaseTypes",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.compiler.lookup.BinaryTypeBinding",39,17,147,164,32,3,9,1,750,688,0,86,20,"6,67",28,111,220
"org.eclipse.jdt.internal.compiler.lookup.Binding",102,14,6,20,3,0,4,4,53,30,6,0,0,"1,00",6,6,4
"org.eclipse.jdt.internal.compiler.lookup.BlockScope",187,14,105,119,35,1,8,3,722,555,2,70,2,"5,18",16,86,145
"org.eclipse.jdt.internal.compiler.lookup.ClassScope",98,5,105,110,41,1,8,1,986,876,0,72,0,"8,89",13,152,249
"org.eclipse.jdt.internal.compiler.lookup.CompilationUnitScope",69,14,104,118,36,1,8,1,590,512,0,72,0,"5,70",10,110,154
"org.eclipse.jdt.internal.compiler.lookup.CompilerModifiers",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.lookup.FieldBinding",81,7,37,44,19,2,4,3,225,167,3,10,1,"2,48",19,38,57
"org.eclipse.jdt.internal.compiler.lookup.ImportBinding",11,4,11,15,3,1,4,3,30,27,0,4,0,"1,20",4,8,6
"org.eclipse.jdt.internal.compiler.lookup.InnerEmulationDependency",2,2,1,3,1,0,0,0,8,8,0,0,0,"1,00",0,1,1
"org.eclipse.jdt.internal.compiler.lookup.InvocationSite",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a
"org.eclipse.jdt.internal.compiler.lookup.LocalTypeBinding",27,27,182,209,16,5,9,3,146,130,0,151,6,"3,27",6,29,36
"org.eclipse.jdt.internal.compiler.lookup.LocalVariableBinding",52,16,23,39,14,2,4,4,117,101,1,9,2,"3,00",4,15,27
"org.eclipse.jdt.internal.compiler.lookup.LookupEnvironment",98,27,34,61,37,0,3,1,823,653,0,0,0,"5,94",26,100,202
"org.eclipse.jdt.internal.compiler.lookup.MemberTypeBinding",11,23,175,198,7,5,9,2,23,19,0,156,2,"1,75",2,13,7
"org.eclipse.jdt.internal.compiler.lookup.MethodBinding",89,9,60,69,24,1,6,6,636,492,4,2,2,"3,02",48,86,163
"org.eclipse.jdt.internal.compiler.lookup.MethodScope",82,22,119,141,39,2,8,1,418,342,0,91,4,"6,07",10,59,85
"org.eclipse.jdt.internal.compiler.lookup.MethodVerifier",26,6,27,33,23,0,2,1,522,449,1,0,0,"5,78",16,76,156
"org.eclipse.jdt.internal.compiler.lookup.MethodVerifier15",18,6,39,45,18,1,2,1,164,150,0,19,7,"4,50",10,39,54
"org.eclipse.jdt.internal.compiler.lookup.NestedTypeBinding",23,23,171,194,13,4,9,1,177,142,2,143,3,"3,69",10,23,48
"org.eclipse.jdt.internal.compiler.lookup.PackageBinding",47,5,24,29,12,1,5,2,172,123,1,3,1,"2,17",10,32,39
"org.eclipse.jdt.internal.compiler.lookup.ParameterizedFieldBinding",9,8,42,50,4,3,4,1,42,24,0,26,4,"1,20",3,12,6
"org.eclipse.jdt.internal.compiler.lookup.ParameterizedGenericMethodBinding",27,16,76,92,22,3,7,1,338,285,0,50,4,"7,56",6,42,68
"org.eclipse.jdt.internal.compiler.lookup.ParameterizedMethodBinding",13,10,67,77,8,2,6,1,76,50,1,49,4,"1,43",5,18,10
"org.eclipse.jdt.internal.compiler.lookup.ParameterizedTypeBinding",44,19,156,175,25,3,10,4,776,643,1,68,34,"5,00",35,113,205
"org.eclipse.jdt.internal.compiler.lookup.ProblemBinding",10,3,13,16,3,1,4,3,37,28,0,3,1,"1,00",3,8,7
"org.eclipse.jdt.internal.compiler.lookup.ProblemFieldBinding",20,9,41,50,4,3,4,1,24,19,0,29,1,"1,00",1,5,4
"org.eclipse.jdt.internal.compiler.lookup.ProblemMethodBinding",14,11,64,75,5,2,6,1,27,23,0,53,1,"1,75",1,4,7
"org.eclipse.jdt.internal.compiler.lookup.ProblemPackageBinding",2,6,27,33,1,2,5,1,18,13,0,14,1,"1,00",1,3,3
"org.eclipse.jdt.internal.compiler.lookup.ProblemReasons",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.lookup.ProblemReferenceBinding",21,12,120,132,1,3,9,2,33,25,0,103,2,"1,00",2,7,6
"org.eclipse.jdt.internal.compiler.lookup.RawTypeBinding",18,19,168,187,15,4,10,5,172,129,0,126,11,"3,17",10,41,38
"org.eclipse.jdt.internal.compiler.lookup.ReferenceBinding",125,9,114,123,17,2,9,9,723,620,7,34,9,"3,81",62,85,240
"org.eclipse.jdt.internal.compiler.lookup.Scope",154,10,81,91,54,0,8,2,2.813,2.441,3,0,0,"9,56",80,194,765
"org.eclipse.jdt.internal.compiler.lookup.SignatureWrapper",4,4,5,9,2,0,0,1,49,49,0,0,0,"2,80",4,7,14
"org.eclipse.jdt.internal.compiler.lookup.SourceTypeBinding",79,22,158,180,44,3,9,1,1.199,1.106,1,90,16,"7,48",38,131,329
"org.eclipse.jdt.internal.compiler.lookup.Substitution",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.compiler.lookup.SyntheticArgumentBinding",17,15,25,40,7,3,4,0,27,25,0,17,0,"1,00",0,5,2
"org.eclipse.jdt.internal.compiler.lookup.SyntheticFieldBinding",5,8,38,46,4,3,4,0,7,7,0,30,0,"1,00",0,2,1
"org.eclipse.jdt.internal.compiler.lookup.SyntheticMethodBinding",21,23,67,90,18,2,6,1,295,254,0,54,0,"7,71",1,17,54
"org.eclipse.jdt.internal.compiler.lookup.TagBits",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.lookup.TypeBinding",189,2,51,53,16,1,8,20,362,263,3,3,1,"2,30",43,52,92
"org.eclipse.jdt.internal.compiler.lookup.TypeConstants",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.lookup.TypeIds",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.lookup.TypeVariableBinding",41,15,135,150,16,3,9,4,308,242,0,87,15,"3,86",19,37,81
"org.eclipse.jdt.internal.compiler.lookup.UnresolvedReferenceBinding",13,11,120,131,7,3,9,2,64,61,0,104,1,"3,00",3,16,18
"org.eclipse.jdt.internal.compiler.lookup.UpdatedMethodBinding",4,10,62,72,3,2,6,1,10,10,0,53,1,"1,00",1,3,2
"org.eclipse.jdt.internal.compiler.lookup.VariableBinding",72,6,14,20,5,1,4,3,40,38,2,4,0,"1,25",6,9,10
"org.eclipse.jdt.internal.compiler.lookup.WildcardBinding",28,18,137,155,15,3,9,5,284,218,0,85,17,"3,13",19,51,72
"org.eclipse.jdt.internal.compiler.parser.AbstractCommentParser",19,66,36,102,8,0,0,2,1.280,1.085,2,0,0,"11,40",27,62,285
"org.eclipse.jdt.internal.compiler.parser.JavadocParser",37,41,52,93,34,1,0,1,601,491,0,12,2,"6,88",12,52,110
"org.eclipse.jdt.internal.compiler.parser.NLSLine",3,1,8,9,1,0,0,1,39,33,0,0,0,"1,12",5,8,9
"org.eclipse.jdt.internal.compiler.parser.Parser",146,112,397,509,121,0,7,2,8.320,7.039,5,0,0,"4,65",46,553,1.845
"org.eclipse.jdt.internal.compiler.parser.ParserBasicInformation",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock",26,10,55,65,24,2,5,1,270,182,0,20,11,"2,78",15,41,50
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement",24,4,30,34,15,0,0,6,271,183,5,0,0,"2,00",22,31,60
"org.eclipse.jdt.internal.compiler.parser.RecoveredField",14,8,42,50,11,1,0,1,163,131,1,19,9,"2,83",8,24,34
"org.eclipse.jdt.internal.compiler.parser.RecoveredImport",4,5,37,42,3,1,0,1,37,28,0,23,5,"1,14",4,10,8
"org.eclipse.jdt.internal.compiler.parser.RecoveredInitializer",23,11,54,65,21,2,5,1,199,155,0,22,10,"3,42",9,31,41
"org.eclipse.jdt.internal.compiler.parser.RecoveredLocalVariable",11,7,47,54,8,2,0,1,85,62,0,20,9,"1,60",7,16,16
"org.eclipse.jdt.internal.compiler.parser.RecoveredMethod",27,9,47,56,25,1,5,1,406,319,0,14,14,"4,76",12,48,81
"org.eclipse.jdt.internal.compiler.parser.RecoveredStatement",6,5,37,42,3,1,0,1,35,26,3,23,5,"1,14",4,10,8
"org.eclipse.jdt.internal.compiler.parser.RecoveredType",27,15,57,72,22,2,4,1,489,420,0,14,15,"5,65",15,49,113
"org.eclipse.jdt.internal.compiler.parser.RecoveredUnit",16,9,41,50,14,1,0,1,183,159,0,19,9,"3,27",8,25,36
"org.eclipse.jdt.internal.compiler.parser.Scanner",57,95,48,143,9,0,1,1,3.404,3.067,3,0,0,"16,56",32,58,795
"org.eclipse.jdt.internal.compiler.parser.SourceTypeConverter",66,16,15,31,58,0,3,1,688,621,0,0,0,"8,20",14,88,123
"org.eclipse.jdt.internal.compiler.parser.TerminalTokens",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.parser.diagnose.DiagnoseParser",15,44,27,71,15,0,2,1,1.966,1.491,0,0,0,"10,89",17,68,294
"org.eclipse.jdt.internal.compiler.parser.diagnose.DiagnoseParser.PrimaryRepairInfo",1,5,2,7,0,0,0,1,23,23,0,0,0,"1,00",1,2,2
"org.eclipse.jdt.internal.compiler.parser.diagnose.DiagnoseParser.RepairCandidate",1,2,1,3,0,0,0,0,8,8,0,0,0,"1,00",0,1,1
"org.eclipse.jdt.internal.compiler.parser.diagnose.DiagnoseParser.SecondaryRepairInfo",1,7,0,7,0,0,0,0,9,9,0,0,0,n/a,0,0,0
"org.eclipse.jdt.internal.compiler.parser.diagnose.DiagnoseParser.StateInfo",1,2,1,3,0,0,0,0,8,8,0,0,0,"1,00",0,1,1
"org.eclipse.jdt.internal.compiler.parser.diagnose.LexStream",8,11,18,29,7,0,1,2,198,194,0,0,0,"2,17",14,26,39
"org.eclipse.jdt.internal.compiler.parser.diagnose.LexStream.Token",1,6,1,7,0,0,0,0,14,14,0,0,0,"1,00",1,1,1
"org.eclipse.jdt.internal.compiler.parser.diagnose.RangeUtil",11,3,6,9,9,0,0,1,85,81,0,0,0,"3,83",5,12,23
"org.eclipse.jdt.internal.compiler.parser.diagnose.RangeUtil.RangeResult",2,5,6,11,2,0,0,1,74,74,0,0,0,"2,33",2,6,14
"org.eclipse.jdt.internal.compiler.problem.AbortCompilation",34,6,6,12,5,0,0,1,49,41,1,0,0,"1,67",0,16,10
"org.eclipse.jdt.internal.compiler.problem.AbortCompilationUnit",9,6,7,13,3,1,0,0,12,6,1,2,0,"1,00",0,2,1
"org.eclipse.jdt.internal.compiler.problem.AbortMethod",10,6,9,15,3,3,0,0,12,6,0,2,0,"1,00",0,2,1
"org.eclipse.jdt.internal.compiler.problem.AbortType",8,6,8,14,3,2,0,0,12,6,1,2,0,"1,00",0,2,1
"org.eclipse.jdt.internal.compiler.problem.DefaultProblem",7,9,28,37,4,0,2,6,173,106,0,0,0,"1,94",11,17,31
"org.eclipse.jdt.internal.compiler.problem.DefaultProblemFactory",24,5,11,16,7,0,1,2,165,123,4,0,0,"2,50",6,16,20
"org.eclipse.jdt.internal.compiler.problem.ProblemHandler",15,4,7,11,9,0,1,1,144,124,1,0,0,"3,14",3,14,22
"org.eclipse.jdt.internal.compiler.problem.ProblemReporter",174,4,362,366,92,1,2,1,5.047,4.903,3,4,1,"1,93",9,422,688
"org.eclipse.jdt.internal.compiler.problem.ProblemSeverities",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.compiler.problem.ShouldNotImplement",2,1,1,2,0,0,0,0,12,6,0,0,0,"1,00",0,1,1
"org.eclipse.jdt.internal.compiler.util.CompoundNameVector",3,4,8,12,2,0,0,1,56,54,0,0,0,"2,00",4,10,16
"org.eclipse.jdt.internal.compiler.util.FloatUtil",3,14,3,17,1,0,0,1,378,271,0,0,0,"15,67",3,3,47
"org.eclipse.jdt.internal.compiler.util.HashtableOfInt",2,4,8,12,1,0,0,1,76,71,0,0,0,"2,50",5,8,20
"org.eclipse.jdt.internal.compiler.util.HashtableOfIntValues",4,5,10,15,2,0,0,1,111,106,0,0,0,"2,40",7,12,24
