Complexity metrics,Qui, 26 out 2017 17:44:33 BRST
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeFormalParameterList()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeFormalParameterListopt()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeGenericType()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeGenericTypeArrayType()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeGenericTypeNameArrayType()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeImportDeclaration()",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeImportDeclarations()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInsideCastExpression()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInsideCastExpressionLL1()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInsideCastExpressionWithQualifiedGenerics()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInstanceOfExpression(int)",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInstanceOfExpressionWithName(int)",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInterfaceDeclaration()",1,3,5
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInterfaceHeader()",1,1,3
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInterfaceHeaderExtends()",1,1,3
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInterfaceHeaderName1()",1,4,6
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInterfaceMemberDeclarations()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInterfaceMemberDeclarationsopt()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInterfaceType()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInterfaceTypeList()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInternalCompilationUnit()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInternalCompilationUnitWithTypes()",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeInvalidConstructorDeclaration()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeLeftParen()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeLocalVariableDeclaration()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeLocalVariableDeclarationStatement()",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMarkerAnnotation()",1,3,6
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMemberValueArrayInitializer()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMemberValueAsName()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMemberValuePair()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMemberValuePairs()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMemberValues()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodBody()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodDeclaration(boolean)",1,5,8
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodHeader()",1,4,6
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodHeaderDefaultValue()",1,4,5
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodHeaderExtendedDims()",1,3,6
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodHeaderName(boolean)",1,5,6
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodHeaderNameWithTypeParameters(boolean)",1,5,6
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodHeaderRightParen()",3,5,8
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodHeaderThrowsClause()",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodInvocationName()",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodInvocationNameWithTypeArguments()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodInvocationPrimary()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodInvocationPrimaryWithTypeArguments()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodInvocationSuper()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeMethodInvocationSuperWithTypeArguments()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeModifiers()",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeModifiers2()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeNameArrayType()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeNestedMethod()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeNestedType()",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeNormalAnnotation()",1,4,7
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeOneDimLoop()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeOnlySynchronized()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeOnlyTypeArguments()",1,2,3
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeOnlyTypeArgumentsForCastExpression()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeOpenBlock()",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePackageDeclaration()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePackageDeclarationName()",1,1,3
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePackageDeclarationNameWithModifiers()",1,2,4
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePostfixExpression()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePrimaryNoNewArray()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePrimaryNoNewArrayArrayType()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePrimaryNoNewArrayName()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePrimaryNoNewArrayNameSuper()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePrimaryNoNewArrayNameThis()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePrimaryNoNewArrayPrimitiveArrayType()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePrimaryNoNewArrayPrimitiveType()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePrimaryNoNewArrayThis()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePrimaryNoNewArrayWithName()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePrimitiveArrayType()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePrimitiveType()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePushLeftBrace()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePushModifiers()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePushModifiersForHeader()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePushPosition()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumePushRealModifiers()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeQualifiedName()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeRecoveryMethodHeaderName()",1,2,3
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeRecoveryMethodHeaderNameWithTypeParameters()",1,2,3
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeReduceImports()",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeReferenceType()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeReferenceType1()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeReferenceType2()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeReferenceType3()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeRestoreDiet()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeRightParen()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeRule(int)",2,406,809
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeSimpleAssertStatement()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeSingleMemberAnnotation()",1,3,6
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeSingleStaticImportDeclarationName()",1,3,5
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeSingleTypeImportDeclarationName()",1,2,3
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementBreak()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementBreakWithLabel()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementCatch()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementContinue()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementContinueWithLabel()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementDo()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementExpressionList()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementFor()",1,4,5
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementIfNoElse()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementIfWithElse()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementLabel()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementReturn()",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementSwitch()",1,3,4
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementSynchronized()",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementThrow()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementTry(boolean)",1,1,5
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStatementWhile()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStaticImportOnDemandDeclarationName()",1,3,5
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStaticInitializer()",1,2,3
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeStaticOnly()",1,1,4
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeSwitchBlock()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeSwitchBlockStatement()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeSwitchBlockStatements()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeSwitchLabels()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeToken(int)",2,4,52
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeArgument()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeArgumentList()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeArgumentList1()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeArgumentList2()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeArgumentList3()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeArgumentReferenceType1()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeArgumentReferenceType2()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeArguments()",1,2,3
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeDeclarations()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeHeaderNameWithTypeParameters()",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeImportOnDemandDeclarationName()",1,2,3
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeParameter1()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeParameter1WithExtends()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeParameter1WithExtendsAndBounds()",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeParameterHeader()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeParameterList()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeParameterList1()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeParameterWithExtends()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeParameterWithExtendsAndBounds()",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeTypeParameters()",1,2,3
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeUnaryExpression(int)",1,5,6
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeUnaryExpression(int,boolean)",1,2,4
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeVariableDeclarators()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeVariableInitializers()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcard()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcard1()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcard1WithBounds()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcard2()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcard2WithBounds()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcard3()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcard3WithBounds()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcardBounds1Extends()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcardBounds1Super()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcardBounds2Extends()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcardBounds2Super()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcardBounds3Extends()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcardBounds3Super()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcardBoundsExtends()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcardBoundsSuper()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.consumeWildcardWithBounds()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.containsComment(int,int)",4,1,4
"org.eclipse.jdt.internal.compiler.parser.Parser.convertToMethodDeclaration(ConstructorDeclaration,CompilationResult)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.copyDims(TypeReference,int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.createFieldDeclaration(char[],int,int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.createLocalDeclaration(char[],int,int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.currentRecoveryType()",3,3,3
"org.eclipse.jdt.internal.compiler.parser.Parser.dietParse(ICompilationUnit,CompilationResult)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.dispatchDeclarationInto(int)",3,6,17
"org.eclipse.jdt.internal.compiler.parser.Parser.dispatchDeclarationIntoEnumDeclaration(int)",3,6,18
"org.eclipse.jdt.internal.compiler.parser.Parser.endParse(int)",1,5,6
"org.eclipse.jdt.internal.compiler.parser.Parser.flushCommentsDefinedPriorTo(int)",5,4,10
"org.eclipse.jdt.internal.compiler.parser.Parser.getFirstToken()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.getJavaDocPositions()",2,1,6
"org.eclipse.jdt.internal.compiler.parser.Parser.getMethodBodies(CompilationUnitDeclaration)",4,4,8
"org.eclipse.jdt.internal.compiler.parser.Parser.getNextCharacter(char[],int[])",2,9,11
"org.eclipse.jdt.internal.compiler.parser.Parser.getTypeReference(Expression)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.getTypeReference(int)",1,4,8
"org.eclipse.jdt.internal.compiler.parser.Parser.getTypeReferenceForGenericType(int,int,int)",3,5,9
"org.eclipse.jdt.internal.compiler.parser.Parser.getUnspecifiedReference()",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.getUnspecifiedReferenceOptimized()",2,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.goForBlockStatementsOrCatchHeader()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.goForBlockStatementsopt()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.goForClassBodyDeclarations()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.goForCompilationUnit()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.goForExpression()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.goForFieldDeclaration()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.goForGenericMethodDeclaration()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.goForHeaders()",1,1,3
"org.eclipse.jdt.internal.compiler.parser.Parser.goForImportDeclaration()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.goForInitializer()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.goForMemberValue()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.goForMethodBody()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.goForPackageDeclaration()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.goForTypeDeclaration()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.ignoreExpressionAssignment()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.ignoreInterfaceDeclaration()",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.ignoreInvalidConstructorDeclaration(boolean)",1,1,6
"org.eclipse.jdt.internal.compiler.parser.Parser.ignoreMethodBody()",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.in_symbol(int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.initTables()",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.initialize()",1,1,3
"org.eclipse.jdt.internal.compiler.parser.Parser.initializeScanner()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.jumpOverMethodBody()",1,1,3
"org.eclipse.jdt.internal.compiler.parser.Parser.markEnclosingMemberWithLocalType()",4,1,8
"org.eclipse.jdt.internal.compiler.parser.Parser.markInitializersWithLocalType(TypeDeclaration)",2,1,5
"org.eclipse.jdt.internal.compiler.parser.Parser.moveRecoveryCheckpoint()",4,2,7
"org.eclipse.jdt.internal.compiler.parser.Parser.nasi(int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.newMessageSend()",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.newMessageSendWithTypeArguments()",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.ntAction(int,int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.optimizedConcatNodeLists()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.original_state(int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.parse()",7,18,22
"org.eclipse.jdt.internal.compiler.parser.Parser.parse(ConstructorDeclaration,CompilationUnitDeclaration)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.parse(ConstructorDeclaration,CompilationUnitDeclaration,boolean)",2,4,8
"org.eclipse.jdt.internal.compiler.parser.Parser.parse(FieldDeclaration,TypeDeclaration,CompilationUnitDeclaration,char[])",2,1,4
"org.eclipse.jdt.internal.compiler.parser.Parser.parse(ICompilationUnit,CompilationResult)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.parse(ICompilationUnit,CompilationResult,int,int)",1,4,6
"org.eclipse.jdt.internal.compiler.parser.Parser.parse(Initializer,TypeDeclaration,CompilationUnitDeclaration)",2,2,6
"org.eclipse.jdt.internal.compiler.parser.Parser.parse(MethodDeclaration,CompilationUnitDeclaration)",5,2,8
"org.eclipse.jdt.internal.compiler.parser.Parser.parseClassBodyDeclarations(char[],int,int,CompilationUnitDeclaration)",3,3,6
"org.eclipse.jdt.internal.compiler.parser.Parser.parseExpression(char[],int,int,CompilationUnitDeclaration)",2,1,3
"org.eclipse.jdt.internal.compiler.parser.Parser.parseMemberValue(char[],int,int,CompilationUnitDeclaration)",2,1,3
"org.eclipse.jdt.internal.compiler.parser.Parser.persistLineSeparatorPositions()",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.problemReporter()",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.pushIdentifier()",1,3,3
"org.eclipse.jdt.internal.compiler.parser.Parser.pushIdentifier(int)",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.pushOnAstLengthStack(int)",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.pushOnAstStack(ASTNode)",1,3,3
"org.eclipse.jdt.internal.compiler.parser.Parser.pushOnExpressionStack(Expression)",1,3,3
"org.eclipse.jdt.internal.compiler.parser.Parser.pushOnExpressionStackLengthStack(int)",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.pushOnGenericsIdentifiersLengthStack(int)",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.pushOnGenericsLengthStack(int)",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.pushOnGenericsStack(ASTNode)",1,3,3
"org.eclipse.jdt.internal.compiler.parser.Parser.pushOnIntStack(int)",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.pushOnRealBlockStack(int)",1,2,2
"org.eclipse.jdt.internal.compiler.parser.Parser.readByteTable(String)",2,2,3
"org.eclipse.jdt.internal.compiler.parser.Parser.readLongTable(String)",5,3,6
"org.eclipse.jdt.internal.compiler.parser.Parser.readNameTable(String)",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.readReadableNameTable(String)",1,4,7
"org.eclipse.jdt.internal.compiler.parser.Parser.readTable(String)",5,3,6
"org.eclipse.jdt.internal.compiler.parser.Parser.recoveryExitFromVariable()",1,4,6
"org.eclipse.jdt.internal.compiler.parser.Parser.recoveryTokenCheck()",2,3,11
"org.eclipse.jdt.internal.compiler.parser.Parser.reportSyntaxErrors(boolean,int)",3,2,5
"org.eclipse.jdt.internal.compiler.parser.Parser.reportSyntaxErrorsForSkippedMethod(TypeDeclaration[])",1,12,12
"org.eclipse.jdt.internal.compiler.parser.Parser.resetModifiers()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.resetStacks()",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.resumeAfterRecovery()",3,2,3
"org.eclipse.jdt.internal.compiler.parser.Parser.resumeOnSyntaxError()",2,2,4
"org.eclipse.jdt.internal.compiler.parser.Parser.tAction(int,int)",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.toString()",1,2,8
"org.eclipse.jdt.internal.compiler.parser.Parser.updateRecoveryState()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.Parser.updateSourceDeclarationParts(int)",1,1,2
"org.eclipse.jdt.internal.compiler.parser.Parser.updateSourcePosition(Expression)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.RecoveredBlock(Block,RecoveredElement,int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.add(Block,int)",3,3,5
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.add(FieldDeclaration,int)",3,6,7
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.add(LocalDeclaration,int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.add(LocalDeclaration,int,boolean)",5,2,6
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.add(Statement,int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.add(Statement,int,boolean)",4,2,5
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.add(TypeDeclaration,int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.add(TypeDeclaration,int,boolean)",4,2,5
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.attach(RecoveredStatement)",1,3,3
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.parseTree()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.toString(int)",1,3,3
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.updateOnClosingBrace(int,int)",4,4,7
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.updateOnOpeningBrace(int,int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.updateParseTree()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.updateStatement()",3,3,7
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.updatedBlock()",3,3,7
"org.eclipse.jdt.internal.compiler.parser.RecoveredBlock.updatedStatement()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.RecoveredElement(RecoveredElement,int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.RecoveredElement(RecoveredElement,int,Parser)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.add(AbstractMethodDeclaration,int)",2,1,2
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.add(Block,int)",2,1,2
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.add(FieldDeclaration,int)",2,1,2
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.add(ImportReference,int)",2,1,2
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.add(LocalDeclaration,int)",2,1,2
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.add(Statement,int)",2,1,2
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.add(TypeDeclaration,int)",2,1,2
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.depth()",1,1,2
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.enclosingInitializer()",3,1,3
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.enclosingMethod()",3,1,3
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.enclosingType()",3,1,3
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.parseTree()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.parser()",3,1,3
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.preserveEnclosingBlocks()",1,1,4
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.previousAvailableLineEnd(int)",6,1,7
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.sourceEnd()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.tabString(int)",1,2,2
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.toString()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.toString(int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.topElement()",1,1,2
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.type()",3,1,3
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.updateBodyStart(int)",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.updateFromParserState()",1,1,1
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.updateOnClosingBrace(int,int)",2,2,3
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.updateOnOpeningBrace(int,int)",2,2,2
"org.eclipse.jdt.internal.compiler.parser.RecoveredElement.updateParseTree()",1,1,1
