Complexity metrics,Sex, 27 out 2017 14:45:55 BRST
"com.mongodb.connection.BulkWriteBatchCombiner.hasWriteConcernErrors()",1,1,1
"com.mongodb.connection.BulkWriteBatchCombiner.hasWriteErrors()",1,1,1
"com.mongodb.connection.BulkWriteBatchCombiner.mergeUpserts(List<BulkWriteUpsert>,IndexMap)",1,2,2
"com.mongodb.connection.BulkWriteBatchCombiner.mergeWriteConcernError(WriteConcernError)",1,4,4
"com.mongodb.connection.BulkWriteBatchCombiner.mergeWriteErrors(List<BulkWriteError>,IndexMap)",1,2,2
"com.mongodb.connection.BulkWriteBatchCombiner.shouldStopSendingMoreBatches()",1,2,2
"com.mongodb.connection.BulkWriteBatchCombiner.throwOnError()",2,2,2
"com.mongodb.connection.ByteBufBsonDocument.ByteBufBsonDocument(ByteBuf)",1,1,1
"com.mongodb.connection.ByteBufBsonDocument.clone()",1,1,1
"com.mongodb.connection.ByteBufBsonDocument.create(ByteBufferBsonOutput,int)",1,3,3
"com.mongodb.connection.ByteBufBsonDocument.create(ResponseBuffers)",1,2,2
"com.mongodb.connection.ByteBufBsonDocument.createOne(ByteBufferBsonOutput,int)",1,1,1
"com.mongodb.connection.ByteBufBsonDocument.findInDocument(Finder<T>)",3,2,3
"com.mongodb.connection.ByteBufBsonDocument.readObject(ObjectInputStream)",1,1,1
"com.mongodb.connection.ByteBufBsonDocument.toBsonDocument()",1,1,1
"com.mongodb.connection.ByteBufBsonDocument.toJson()",1,1,1
"com.mongodb.connection.ByteBufBsonDocument.toJson(JsonWriterSettings)",1,1,1
"com.mongodb.connection.ByteBufPayloadBsonDocument.ByteBufPayloadBsonDocument(ByteBufBsonDocument,String,List<ByteBufBsonDocument>)",1,1,1
"com.mongodb.connection.ByteBufPayloadBsonDocument.clone()",1,1,1
"com.mongodb.connection.ByteBufPayloadBsonDocument.create(ByteBufferBsonOutput,int)",2,2,3
"com.mongodb.connection.ByteBufPayloadBsonDocument.createByteBufBsonDocument(CompositeByteBuf)",1,1,1
"com.mongodb.connection.ByteBufPayloadBsonDocument.createPayload(CompositeByteBuf)",1,2,2
"com.mongodb.connection.ByteBufPayloadBsonDocument.findInDocument(Finder<T>)",3,2,3
"com.mongodb.connection.ByteBufPayloadBsonDocument.readObject(ObjectInputStream)",1,1,1
"com.mongodb.connection.ByteBufPayloadBsonDocument.toBsonDocument()",1,2,2
"com.mongodb.connection.ByteBufPayloadBsonDocument.validatePayloadAndGetName(CompositeByteBuf)",3,2,4
"com.mongodb.connection.ByteBufferBsonOutput.BufferPositionPair.BufferPositionPair(int,int)",1,1,1
"com.mongodb.connection.ByteBufferBsonOutput.ByteBufferBsonOutput(BufferProvider)",1,1,1
"com.mongodb.connection.ByteBufferBsonOutput.close()",1,2,2
"com.mongodb.connection.ByteBufferBsonOutput.ensureOpen()",2,1,2
"com.mongodb.connection.ByteBufferBsonOutput.getBufferPositionPair(int)",1,2,2
"com.mongodb.connection.ByteBufferBsonOutput.getByteBufferAtIndex(int)",1,3,3
"com.mongodb.connection.ByteBufferBsonOutput.getByteBuffers()",1,2,2
"com.mongodb.connection.ByteBufferBsonOutput.getCurrentByteBuffer()",2,1,2
"com.mongodb.connection.ByteBufferBsonOutput.getPosition()",1,1,1
"com.mongodb.connection.ByteBufferBsonOutput.getSize()",1,1,1
"com.mongodb.connection.ByteBufferBsonOutput.pipe(OutputStream)",1,3,3
"com.mongodb.connection.ByteBufferBsonOutput.truncateToPosition(int)",2,2,4
"com.mongodb.connection.ByteBufferBsonOutput.write(int,int)",3,3,3
"com.mongodb.connection.ByteBufferBsonOutput.writeByte(int)",1,1,1
"com.mongodb.connection.ByteBufferBsonOutput.writeBytes(byte[],int,int)",1,2,2
"com.mongodb.connection.ChangeEvent.ChangeEvent(T,T)",1,1,1
"com.mongodb.connection.ChangeEvent.equals(Object)",5,3,7
"com.mongodb.connection.ChangeEvent.getNewValue()",1,1,1
"com.mongodb.connection.ChangeEvent.getPreviousValue()",1,1,1
"com.mongodb.connection.ChangeEvent.hashCode()",1,2,2
"com.mongodb.connection.ChangeEvent.toString()",1,1,1
"com.mongodb.connection.ClientMetadataHelper.ClientMetadataHelper()",1,1,1
"com.mongodb.connection.ClientMetadataHelper.addDriverInformation(MongoDriverInformation,BsonDocument)",1,1,1
"com.mongodb.connection.ClientMetadataHelper.clientMetadataDocumentTooLarge(BsonDocument)",1,1,1
"com.mongodb.connection.ClientMetadataHelper.createClientMetadataDocument(String)",1,1,1
"com.mongodb.connection.ClientMetadataHelper.createClientMetadataDocument(String,MongoDriverInformation)",1,1,1
"com.mongodb.connection.ClientMetadataHelper.createClientMetadataDocument(String,MongoDriverInformation,BsonDocument)",1,9,10
"com.mongodb.connection.ClientMetadataHelper.getCodeSourcePath()",1,4,4
"com.mongodb.connection.ClientMetadataHelper.getDriverInformation(MongoDriverInformation)",1,2,2
"com.mongodb.connection.ClientMetadataHelper.getDriverVersion()",1,3,6
"com.mongodb.connection.ClientMetadataHelper.getOperatingSystemType(String)",5,4,5
"com.mongodb.connection.ClientMetadataHelper.listToBsonString(List<String>)",1,3,3
"com.mongodb.connection.ClientMetadataHelper.nameMatches(String,String...)",3,2,3
"com.mongodb.connection.ClusterClock.advance(BsonDocument)",1,1,1
"com.mongodb.connection.ClusterClock.getCurrent()",1,1,1
"com.mongodb.connection.ClusterClock.greaterOf(BsonDocument)",3,3,4
"com.mongodb.connection.ClusterClockAdvancingSessionContext.ClusterClockAdvancingSessionContext(SessionContext,ClusterClock)",1,1,1
"com.mongodb.connection.ClusterClockAdvancingSessionContext.advanceClusterTime(BsonDocument)",1,1,1
"com.mongodb.connection.ClusterClockAdvancingSessionContext.advanceOperationTime(BsonTimestamp)",1,1,1
"com.mongodb.connection.ClusterClockAdvancingSessionContext.advanceTransactionNumber()",1,1,1
"com.mongodb.connection.ClusterClockAdvancingSessionContext.getClusterTime()",1,1,1
"com.mongodb.connection.ClusterClockAdvancingSessionContext.getOperationTime()",1,1,1
"com.mongodb.connection.ClusterClockAdvancingSessionContext.getSessionId()",1,1,1
"com.mongodb.connection.ClusterClockAdvancingSessionContext.hasSession()",1,1,1
"com.mongodb.connection.ClusterClockAdvancingSessionContext.isCausallyConsistent()",1,1,1
"com.mongodb.connection.ClusterDescription.ClusterDescription(ClusterConnectionMode,ClusterType,List<ServerDescription>)",1,1,1
"com.mongodb.connection.ClusterDescription.ClusterDescription(ClusterConnectionMode,ClusterType,List<ServerDescription>,ClusterSettings,ServerSettings)",1,1,1
"com.mongodb.connection.ClusterDescription.equals(Object)",7,2,8
"com.mongodb.connection.ClusterDescription.getAll()",2,1,4
"com.mongodb.connection.ClusterDescription.getAny()",1,1,1
"com.mongodb.connection.ClusterDescription.getAnyPrimaryOrSecondary()",1,2,2
"com.mongodb.connection.ClusterDescription.getAnyPrimaryOrSecondary(TagSet)",1,3,3
"com.mongodb.connection.ClusterDescription.getByServerAddress(ServerAddress)",3,3,4
"com.mongodb.connection.ClusterDescription.getClusterSettings()",1,1,1
"com.mongodb.connection.ClusterDescription.getConnectionMode()",1,1,1
"com.mongodb.connection.ClusterDescription.getLogicalSessionTimeoutMinutes()",3,3,4
"com.mongodb.connection.ClusterDescription.getPrimaries()",1,1,1
"com.mongodb.connection.ClusterDescription.getSecondaries()",1,1,1
"com.mongodb.connection.ClusterDescription.getSecondaries(TagSet)",1,2,2
"com.mongodb.connection.ClusterDescription.getServerDescriptions()",1,1,1
"com.mongodb.connection.ClusterDescription.getServerSettings()",1,1,1
"com.mongodb.connection.ClusterDescription.getServersByPredicate(Predicate)",1,3,3
"com.mongodb.connection.ClusterDescription.getShortDescription()",1,2,2
"com.mongodb.connection.ClusterDescription.getType()",1,1,1
"com.mongodb.connection.ClusterDescription.hasReadableServer(ReadPreference)",1,1,1
"com.mongodb.connection.ClusterDescription.hasWritableServer()",1,1,1
"com.mongodb.connection.ClusterDescription.hashCode()",1,1,1
"com.mongodb.connection.ClusterDescription.isCompatibleWithDriver()",3,2,3
"com.mongodb.connection.ClusterDescription.toString()",1,1,1
"com.mongodb.connection.ClusterId.ClusterId()",1,1,1
"com.mongodb.connection.ClusterId.ClusterId(String)",1,1,1
"com.mongodb.connection.ClusterId.ClusterId(String,String)",1,1,1
"com.mongodb.connection.ClusterId.equals(Object)",5,3,7
"com.mongodb.connection.ClusterId.getDescription()",1,1,1
"com.mongodb.connection.ClusterId.getValue()",1,1,1
"com.mongodb.connection.ClusterId.hashCode()",1,2,2
"com.mongodb.connection.ClusterId.toString()",1,1,1
"com.mongodb.connection.ClusterSettings.Builder.Builder()",1,1,1
"com.mongodb.connection.ClusterSettings.Builder.Builder(ClusterSettings)",1,1,1
"com.mongodb.connection.ClusterSettings.Builder.addClusterListener(ClusterListener)",1,1,1
"com.mongodb.connection.ClusterSettings.Builder.applyConnectionString(ConnectionString)",1,7,7
"com.mongodb.connection.ClusterSettings.Builder.build()",1,1,1
"com.mongodb.connection.ClusterSettings.Builder.description(String)",1,1,1
"com.mongodb.connection.ClusterSettings.Builder.hosts(List<ServerAddress>)",2,2,3
"com.mongodb.connection.ClusterSettings.Builder.maxWaitQueueSize(int)",1,1,1
"com.mongodb.connection.ClusterSettings.Builder.mode(ClusterConnectionMode)",1,1,1
"com.mongodb.connection.ClusterSettings.Builder.requiredClusterType(ClusterType)",1,1,1
"com.mongodb.connection.ClusterSettings.Builder.requiredReplicaSetName(String)",1,1,1
"com.mongodb.connection.ClusterSettings.Builder.serverSelectionTimeout(long,TimeUnit)",1,1,1
"com.mongodb.connection.ClusterSettings.Builder.serverSelector(ServerSelector)",1,1,1
"com.mongodb.connection.ClusterSettings.ClusterSettings(Builder)",6,3,8
"com.mongodb.connection.ClusterSettings.builder()",1,1,1
"com.mongodb.connection.ClusterSettings.builder(ClusterSettings)",1,1,1
"com.mongodb.connection.ClusterSettings.equals(Object)",12,5,16
"com.mongodb.connection.ClusterSettings.getClusterListeners()",1,1,1
"com.mongodb.connection.ClusterSettings.getDescription()",1,1,1
"com.mongodb.connection.ClusterSettings.getHosts()",1,1,1
"com.mongodb.connection.ClusterSettings.getMaxWaitQueueSize()",1,1,1
"com.mongodb.connection.ClusterSettings.getMode()",1,1,1
"com.mongodb.connection.ClusterSettings.getRequiredClusterType()",1,1,1
"com.mongodb.connection.ClusterSettings.getRequiredReplicaSetName()",1,1,1
"com.mongodb.connection.ClusterSettings.getServerSelectionTimeout(TimeUnit)",1,1,1
"com.mongodb.connection.ClusterSettings.getServerSelector()",1,1,1
"com.mongodb.connection.ClusterSettings.getShortDescription()",1,1,3
"com.mongodb.connection.ClusterSettings.hashCode()",1,4,4
"com.mongodb.connection.ClusterSettings.toString()",1,1,1
"com.mongodb.connection.CommandHelper.CommandHelper()",1,1,1
"com.mongodb.connection.CommandHelper.executeCommand(String,BsonDocument,ClusterClock,InternalConnection)",1,1,1
"com.mongodb.connection.CommandHelper.executeCommand(String,BsonDocument,InternalConnection)",1,1,1
"com.mongodb.connection.CommandHelper.executeCommandAsync(String,BsonDocument,InternalConnection,SingleResultCallback<BsonDocument>)",1,2,2
"com.mongodb.connection.CommandHelper.executeCommandWithoutCheckingForFailure(String,BsonDocument,InternalConnection)",1,1,2
"com.mongodb.connection.CommandHelper.getCommandMessage(String,BsonDocument,InternalConnection)",1,1,1
"com.mongodb.connection.CommandHelper.isCommandOk(BsonDocument)",4,3,4
"com.mongodb.connection.CommandHelper.sendAndReceive(String,BsonDocument,ClusterClock,InternalConnection)",1,1,2
"com.mongodb.connection.CommandMessage.CommandMessage(MongoNamespace,BsonDocument,FieldNameValidator,ReadPreference,MessageSettings)",1,1,1
"com.mongodb.connection.CommandMessage.CommandMessage(MongoNamespace,BsonDocument,FieldNameValidator,ReadPreference,MessageSettings,boolean,SplittablePayload,FieldNameValidator)",1,1,1
"com.mongodb.connection.CommandMessage.addDocumentWithPayload(BsonOutput)",1,2,2
"com.mongodb.connection.CommandMessage.calculateIsResponseExpected()",2,4,5
"com.mongodb.connection.CommandMessage.containsPayload()",1,1,1
"com.mongodb.connection.CommandMessage.encodeMessageBodyWithMetadata(BsonOutput,SessionContext)",1,4,4
"com.mongodb.connection.CommandMessage.getCommandToEncode()",1,3,3
"com.mongodb.connection.CommandMessage.getExtraElements(SessionContext)",1,4,4
"com.mongodb.connection.CommandMessage.getFlagBits()",2,1,2
"com.mongodb.connection.CommandMessage.getOpCode(MessageSettings)",1,1,2
"com.mongodb.connection.CommandMessage.getPayloadArrayFieldNameValidator()",1,1,1
"com.mongodb.connection.CommandMessage.getReadPreference()",1,1,1
"com.mongodb.connection.CommandMessage.isDefaultReadPreference(ReadPreference)",1,1,1
"com.mongodb.connection.CommandMessage.isResponseExpected()",1,1,1
"com.mongodb.connection.CommandMessage.isServerVersionAtLeastThreeDotSix(MessageSettings)",1,1,1
"com.mongodb.connection.CommandMessage.useOpMsg()",1,1,1
"com.mongodb.connection.CommandProtocolImpl.CommandProtocolImpl(String,BsonDocument,FieldNameValidator,ReadPreference,Decoder<T>)",1,1,1
"com.mongodb.connection.CommandProtocolImpl.CommandProtocolImpl(String,BsonDocument,FieldNameValidator,ReadPreference,Decoder<T>,boolean,SplittablePayload,FieldNameValidator)",1,1,2
"com.mongodb.connection.CommandProtocolImpl.execute(InternalConnection)",1,2,2
"com.mongodb.connection.CommandProtocolImpl.executeAsync(InternalConnection,SingleResultCallback<T>)",1,4,4
"com.mongodb.connection.CommandProtocolImpl.getCommandMessage(InternalConnection)",1,1,1
"com.mongodb.connection.CommandProtocolImpl.getCommandName()",1,1,1
"com.mongodb.connection.CommandProtocolImpl.sessionContext(SessionContext)",1,1,1
"com.mongodb.connection.CommandResultBaseCallback.CommandResultBaseCallback(Decoder<T>,long,ServerAddress)",1,1,1
"com.mongodb.connection.CommandResultBaseCallback.callCallback(ResponseBuffers,Throwable)",1,4,5
"com.mongodb.connection.CommandResultCallback.CommandResultCallback(SingleResultCallback<T>,Decoder<T>,long,ServerAddress)",1,1,1
"com.mongodb.connection.CommandResultCallback.callCallback(BsonDocument,Throwable)",1,5,5
"com.mongodb.connection.CompositeByteBuf.Component.Component(ByteBuf,int)",1,1,1
"com.mongodb.connection.CompositeByteBuf.CompositeByteBuf(CompositeByteBuf)",1,1,1
"com.mongodb.connection.CompositeByteBuf.CompositeByteBuf(List<ByteBuf>)",1,2,2
"com.mongodb.connection.CompositeByteBuf.array()",1,1,1
"com.mongodb.connection.CompositeByteBuf.asNIO()",2,2,2
"com.mongodb.connection.CompositeByteBuf.asReadOnly()",1,1,1
"com.mongodb.connection.CompositeByteBuf.capacity()",1,1,1
"com.mongodb.connection.CompositeByteBuf.checkDstIndex(int,int,int,int)",2,2,3
"com.mongodb.connection.CompositeByteBuf.checkIndex(int)",2,3,3
"com.mongodb.connection.CompositeByteBuf.checkIndex(int,int)",2,3,3
"com.mongodb.connection.CompositeByteBuf.clear()",1,1,1
"com.mongodb.connection.CompositeByteBuf.duplicate()",1,1,1
"com.mongodb.connection.CompositeByteBuf.ensureAccessible()",2,1,2
"com.mongodb.connection.CompositeByteBuf.findComponent(int)",1,1,1
"com.mongodb.connection.CompositeByteBuf.findComponentIndex(int)",3,2,3
"com.mongodb.connection.CompositeByteBuf.flip()",1,1,1
"com.mongodb.connection.CompositeByteBuf.get()",1,1,1
"com.mongodb.connection.CompositeByteBuf.get(byte[])",1,1,1
"com.mongodb.connection.CompositeByteBuf.get(byte[],int,int)",1,1,1
"com.mongodb.connection.CompositeByteBuf.get(int)",1,1,1
"com.mongodb.connection.CompositeByteBuf.get(int,byte[])",1,1,1
"com.mongodb.connection.CompositeByteBuf.get(int,byte[],int,int)",1,2,2
"com.mongodb.connection.CompositeByteBuf.getDouble()",1,1,1
"com.mongodb.connection.CompositeByteBuf.getDouble(int)",1,1,1
"com.mongodb.connection.CompositeByteBuf.getInt()",1,1,1
"com.mongodb.connection.CompositeByteBuf.getInt(int)",2,2,2
"com.mongodb.connection.CompositeByteBuf.getLong()",1,1,1
"com.mongodb.connection.CompositeByteBuf.getLong(int)",2,2,2
"com.mongodb.connection.CompositeByteBuf.getReferenceCount()",1,1,1
"com.mongodb.connection.CompositeByteBuf.getShort(int)",1,1,1
"com.mongodb.connection.CompositeByteBuf.hasRemaining()",1,1,1
"com.mongodb.connection.CompositeByteBuf.limit()",1,1,1
"com.mongodb.connection.CompositeByteBuf.limit(int)",2,3,3
"com.mongodb.connection.CompositeByteBuf.order(ByteOrder)",2,2,2
"com.mongodb.connection.CompositeByteBuf.position()",1,1,1
"com.mongodb.connection.CompositeByteBuf.position(int)",2,2,3
"com.mongodb.connection.CompositeByteBuf.put(byte)",1,1,1
"com.mongodb.connection.CompositeByteBuf.put(byte[],int,int)",1,1,1
"com.mongodb.connection.CompositeByteBuf.put(int,byte)",1,1,1
"com.mongodb.connection.CompositeByteBuf.release()",2,2,2
"com.mongodb.connection.CompositeByteBuf.remaining()",1,1,1
"com.mongodb.connection.CompositeByteBuf.retain()",2,2,2
"com.mongodb.connection.CompressedHeader.CompressedHeader(ByteBuf,MessageHeader)",3,3,3
"com.mongodb.connection.CompressedHeader.getCompressedSize()",1,1,1
"com.mongodb.connection.CompressedHeader.getCompressorId()",1,1,1
"com.mongodb.connection.CompressedHeader.getMessageHeader()",1,1,1
"com.mongodb.connection.CompressedHeader.getOriginalOpcode()",1,1,1
"com.mongodb.connection.CompressedHeader.getUncompressedSize()",1,1,1
"com.mongodb.connection.CompressedMessage.CompressedMessage(OpCode,List<ByteBuf>,Compressor,MessageSettings)",1,1,1
"com.mongodb.connection.CompressedMessage.encodeMessageBodyWithMetadata(BsonOutput,SessionContext)",1,1,1
"com.mongodb.connection.CompressedMessage.getFirstWrappedMessageBuffer(List<ByteBuf>)",1,1,1
"com.mongodb.connection.CompressedMessage.getWrappedMessageRequestId(List<ByteBuf>)",1,1,1
"com.mongodb.connection.CompressedMessage.getWrappedMessageSize(List<ByteBuf>)",1,1,1
"com.mongodb.connection.Compressor.BufferExposingByteArrayOutputStream.BufferExposingByteArrayOutputStream(int)",1,1,1
"com.mongodb.connection.Compressor.BufferExposingByteArrayOutputStream.getInternalBytes()",1,1,1
"com.mongodb.connection.Compressor.ByteBufInputStream.ByteBufInputStream(ByteBuf)",1,1,1
"com.mongodb.connection.Compressor.ByteBufInputStream.read()",1,1,1
"com.mongodb.connection.Compressor.ByteBufInputStream.read(byte[],int,int)",2,2,3
"com.mongodb.connection.Compressor.compress(List<ByteBuf>,BsonOutput)",1,4,6
"com.mongodb.connection.Compressor.getInputStream(InputStream)",1,1,1
"com.mongodb.connection.Compressor.getOutputStream(OutputStream)",1,1,1
"com.mongodb.connection.Compressor.uncompress(ByteBuf,ByteBuf)",1,3,5
"com.mongodb.connection.ConnectionDescription.ConnectionDescription(ConnectionId,ServerVersion,ServerType,int,int,int)",1,1,1
"com.mongodb.connection.ConnectionDescription.ConnectionDescription(ConnectionId,ServerVersion,ServerType,int,int,int,List<String>)",1,1,1
"com.mongodb.connection.ConnectionDescription.ConnectionDescription(ServerId)",1,1,1
"com.mongodb.connection.ConnectionDescription.equals(Object)",10,2,11
"com.mongodb.connection.ConnectionDescription.getCompressors()",1,1,1
"com.mongodb.connection.ConnectionDescription.getConnectionId()",1,1,1
"com.mongodb.connection.ConnectionDescription.getDefaultMaxMessageSize()",1,1,1
"com.mongodb.connection.ConnectionDescription.getDefaultMaxWriteBatchSize()",1,1,1
"com.mongodb.connection.ConnectionDescription.getMaxBatchCount()",1,1,1
"com.mongodb.connection.ConnectionDescription.getMaxDocumentSize()",1,1,1
"com.mongodb.connection.ConnectionDescription.getMaxMessageSize()",1,1,1
"com.mongodb.connection.ConnectionDescription.getServerAddress()",1,1,1
"com.mongodb.connection.ConnectionDescription.getServerType()",1,1,1
"com.mongodb.connection.ConnectionDescription.getServerVersion()",1,1,1
"com.mongodb.connection.ConnectionDescription.hashCode()",1,1,1
"com.mongodb.connection.ConnectionDescription.withConnectionId(ConnectionId)",1,1,1
"com.mongodb.connection.ConnectionId.ConnectionId(ServerId)",1,1,1
"com.mongodb.connection.ConnectionId.ConnectionId(ServerId,int,Integer)",1,2,2
"com.mongodb.connection.ConnectionId.equals(Object)",6,3,8
"com.mongodb.connection.ConnectionId.getLocalValue()",1,1,1
"com.mongodb.connection.ConnectionId.getServerId()",1,1,1
"com.mongodb.connection.ConnectionId.getServerValue()",1,1,1
"com.mongodb.connection.ConnectionId.hashCode()",1,2,2
"com.mongodb.connection.ConnectionId.toString()",1,1,1
"com.mongodb.connection.ConnectionId.withServerValue(int)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.Builder.Builder()",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.Builder.Builder(ConnectionPoolSettings)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.Builder.addConnectionPoolListener(ConnectionPoolListener)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.Builder.applyConnectionString(ConnectionString)",1,7,7
"com.mongodb.connection.ConnectionPoolSettings.Builder.build()",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.Builder.maintenanceFrequency(long,TimeUnit)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.Builder.maintenanceInitialDelay(long,TimeUnit)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.Builder.maxConnectionIdleTime(long,TimeUnit)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.Builder.maxConnectionLifeTime(long,TimeUnit)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.Builder.maxSize(int)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.Builder.maxWaitQueueSize(int)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.Builder.maxWaitTime(long,TimeUnit)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.Builder.minSize(int)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.ConnectionPoolSettings(Builder)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.builder()",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.builder(ConnectionPoolSettings)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.equals(Object)",12,2,13
"com.mongodb.connection.ConnectionPoolSettings.getConnectionPoolListeners()",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.getMaintenanceFrequency(TimeUnit)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.getMaintenanceInitialDelay(TimeUnit)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.getMaxConnectionIdleTime(TimeUnit)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.getMaxConnectionLifeTime(TimeUnit)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.getMaxSize()",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.getMaxWaitQueueSize()",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.getMaxWaitTime(TimeUnit)",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.getMinSize()",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.hashCode()",1,1,1
"com.mongodb.connection.ConnectionPoolSettings.toString()",1,1,1
"com.mongodb.connection.DefaultAuthenticator.DefaultAuthenticator(MongoCredential)",1,1,1
"com.mongodb.connection.DefaultAuthenticator.authenticate(InternalConnection,ConnectionDescription)",1,1,1
"com.mongodb.connection.DefaultAuthenticator.authenticateAsync(InternalConnection,ConnectionDescription,SingleResultCallback<Void>)",1,1,1
"com.mongodb.connection.DefaultAuthenticator.createAuthenticator(ConnectionDescription)",2,2,2
"com.mongodb.connection.DefaultClusterFactory.create(ClusterSettings,ServerSettings,ConnectionPoolSettings,StreamFactory,StreamFactory,List<MongoCredential>,ClusterListener,ConnectionPoolListener,ConnectionListener)",1,1,1
"com.mongodb.connection.DefaultClusterFactory.create(ClusterSettings,ServerSettings,ConnectionPoolSettings,StreamFactory,StreamFactory,List<MongoCredential>,ClusterListener,ConnectionPoolListener,ConnectionListener,CommandListener)",1,1,1
"com.mongodb.connection.DefaultClusterFactory.create(ClusterSettings,ServerSettings,ConnectionPoolSettings,StreamFactory,StreamFactory,List<MongoCredential>,ClusterListener,ConnectionPoolListener,ConnectionListener,CommandListener,String,MongoDriverInformation)",1,1,1
"com.mongodb.connection.DefaultClusterFactory.createCluster(ClusterSettings,ServerSettings,ConnectionPoolSettings,StreamFactory,StreamFactory,List<MongoCredential>,CommandListener,String,MongoDriverInformation)",1,1,1
"com.mongodb.connection.DefaultClusterFactory.createCluster(ClusterSettings,ServerSettings,ConnectionPoolSettings,StreamFactory,StreamFactory,List<MongoCredential>,CommandListener,String,MongoDriverInformation,List<MongoCompressor>)",3,4,4
"com.mongodb.connection.DefaultClusterFactory.getClusterSettings(ClusterSettings,ClusterListener)",1,1,1
"com.mongodb.connection.DefaultClusterFactory.getConnectionPoolSettings(ConnectionPoolSettings,ConnectionPoolListener)",1,1,1
"com.mongodb.connection.DefaultClusterableServerFactory.DefaultClusterableServerFactory(ClusterId,ClusterSettings,ServerSettings,ConnectionPoolSettings,StreamFactory,StreamFactory,List<MongoCredential>,CommandListener,String,MongoDriverInformation,List<MongoCompressor>)",1,1,1
"com.mongodb.connection.DefaultClusterableServerFactory.create(ServerAddress,ServerListener,ClusterClock)",1,1,1
"com.mongodb.connection.DefaultClusterableServerFactory.getSettings()",1,1,1
"com.mongodb.connection.DefaultConnectionFactory.create(InternalConnection,ProtocolExecutor,ClusterConnectionMode)",1,1,1
"com.mongodb.connection.DefaultConnectionFactory.createAsync(InternalConnection,ProtocolExecutor,ClusterConnectionMode)",1,1,1
"com.mongodb.connection.DefaultConnectionPool.DefaultConnectionPool(ServerId,InternalConnectionFactory,ConnectionPoolSettings)",1,1,1
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.PooledConnection(UsageTrackingInternalConnection)",1,1,1
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.close()",1,5,5
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.getBuffer(int)",1,1,1
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.getDescription()",1,1,1
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.isClosed()",1,2,2
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.open()",1,1,1
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.openAsync(SingleResultCallback<Void>)",1,1,1
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.opened()",1,1,1
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.receiveMessage(int)",1,2,2
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.receiveMessageAsync(int,SingleResultCallback<ResponseBuffers>)",1,2,2
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.sendAndReceive(CommandMessage,Decoder<T>,SessionContext)",1,2,2
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.sendAndReceiveAsync(CommandMessage,Decoder<T>,SessionContext,SingleResultCallback<T>)",1,2,2
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.sendMessage(List<ByteBuf>,int)",1,2,2
"com.mongodb.connection.DefaultConnectionPool.PooledConnection.sendMessageAsync(List<ByteBuf>,int,SingleResultCallback<Void>)",1,2,2
"com.mongodb.connection.DefaultConnectionPool.UsageTrackingInternalConnectionItemFactory.UsageTrackingInternalConnectionItemFactory(InternalConnectionFactory)",1,1,1
"com.mongodb.connection.DefaultConnectionPool.UsageTrackingInternalConnectionItemFactory.close(UsageTrackingInternalConnection)",1,3,3
"com.mongodb.connection.DefaultConnectionPool.UsageTrackingInternalConnectionItemFactory.create(boolean)",1,2,2
"com.mongodb.connection.DefaultConnectionPool.UsageTrackingInternalConnectionItemFactory.getReasonForClosing(UsageTrackingInternalConnection)",1,4,5
