Complexity metrics,Ter, 24 out 2017 17:17:05 BRST
"com.android.sdklib.internal.project.ProjectProperties.PropertyType.isKnownProperty(String)",3,3,4
"com.android.sdklib.internal.project.ProjectProperties.PropertyType.isRemovedProperty(String)",3,3,4
"com.android.sdklib.internal.project.ProjectProperties.create(IAbstractFolder,PropertyType)",1,1,1
"com.android.sdklib.internal.project.ProjectProperties.create(String,PropertyType)",1,1,1
"com.android.sdklib.internal.project.ProjectProperties.createEmpty(IAbstractFolder,PropertyType)",1,1,1
"com.android.sdklib.internal.project.ProjectProperties.createEmpty(String,PropertyType)",1,1,1
"com.android.sdklib.internal.project.ProjectProperties.debugPrint()",1,2,2
"com.android.sdklib.internal.project.ProjectProperties.delete(IAbstractFolder,PropertyType)",3,3,3
"com.android.sdklib.internal.project.ProjectProperties.delete(String,PropertyType)",1,1,1
"com.android.sdklib.internal.project.ProjectProperties.escape(String)",1,1,1
"com.android.sdklib.internal.project.ProjectProperties.getFile()",1,1,1
"com.android.sdklib.internal.project.ProjectProperties.getProperty(String)",1,1,1
"com.android.sdklib.internal.project.ProjectProperties.getType()",1,1,1
"com.android.sdklib.internal.project.ProjectProperties.keySet()",1,1,1
"com.android.sdklib.internal.project.ProjectProperties.load(IAbstractFolder,PropertyType)",4,3,4
"com.android.sdklib.internal.project.ProjectProperties.load(String,PropertyType)",1,1,1
"com.android.sdklib.internal.project.ProjectProperties.makeWorkingCopy()",1,1,1
"com.android.sdklib.internal.project.ProjectProperties.makeWorkingCopy(PropertyType)",1,1,1
"com.android.sdklib.internal.project.ProjectProperties.parsePropertyFile(IAbstractFile,ILogger)",4,10,11
"com.android.sdklib.internal.project.ProjectProperties.reload()",1,4,4
"com.android.sdklib.internal.project.ProjectProperties.unescape(String)",1,1,1
"com.android.sdklib.internal.project.ProjectPropertiesWorkingCopy.ProjectPropertiesWorkingCopy(IAbstractFolder,Map<String, String>,PropertyType)",1,1,1
"com.android.sdklib.internal.project.ProjectPropertiesWorkingCopy.makeReadOnlyCopy()",1,1,1
"com.android.sdklib.internal.project.ProjectPropertiesWorkingCopy.merge(PropertyType)",1,8,8
"com.android.sdklib.internal.project.ProjectPropertiesWorkingCopy.removeProperty(String)",1,1,1
"com.android.sdklib.internal.project.ProjectPropertiesWorkingCopy.save()",1,15,16
"com.android.sdklib.internal.project.ProjectPropertiesWorkingCopy.setProperty(String,String)",1,1,1
"com.android.sdklib.internal.project.ProjectPropertiesWorkingCopy.writeValue(OutputStreamWriter,String,String,boolean)",1,3,3
"com.android.sdklib.internal.repository.AdbWrapper.AdbWrapper(String,ITaskMonitor)",1,1,2
"com.android.sdklib.internal.repository.AdbWrapper.display(String,Object...)",1,1,1
"com.android.sdklib.internal.repository.AdbWrapper.displayError(String,Object...)",1,1,1
"com.android.sdklib.internal.repository.AdbWrapper.startAdb()",3,5,5
"com.android.sdklib.internal.repository.AdbWrapper.stopAdb()",3,3,6
"com.android.sdklib.internal.repository.AddonsListFetcher.Site.Site(String,String,SiteType)",1,1,1
"com.android.sdklib.internal.repository.AddonsListFetcher.Site.getType()",1,1,1
"com.android.sdklib.internal.repository.AddonsListFetcher.Site.getUiName()",1,1,1
"com.android.sdklib.internal.repository.AddonsListFetcher.Site.getUrl()",1,1,1
"com.android.sdklib.internal.repository.AddonsListFetcher.Site.toString()",1,1,1
"com.android.sdklib.internal.repository.AddonsListFetcher.closeStream(InputStream)",1,3,4
"com.android.sdklib.internal.repository.AddonsListFetcher.fetch(String,DownloadCache,ITaskMonitor)",10,24,27
"com.android.sdklib.internal.repository.AddonsListFetcher.fetchXmlUrl(String,DownloadCache,ITaskMonitor,Exception[])",1,2,4
"com.android.sdklib.internal.repository.AddonsListFetcher.getDocument(InputStream,ITaskMonitor)",1,4,4
"com.android.sdklib.internal.repository.AddonsListFetcher.getFirstChild(Node,String,String)",4,5,6
"com.android.sdklib.internal.repository.AddonsListFetcher.getValidator(int)",2,2,3
"com.android.sdklib.internal.repository.AddonsListFetcher.getXmlSchemaVersion(InputStream)",9,9,14
"com.android.sdklib.internal.repository.AddonsListFetcher.parseAddonsList(Document,String,String,ITaskMonitor)",5,14,19
"com.android.sdklib.internal.repository.AddonsListFetcher.validateXml(InputStream,String,int,String[],Boolean[])",3,4,5
"com.android.sdklib.internal.repository.CanceledByUserException.CanceledByUserException(String)",1,1,1
"com.android.sdklib.internal.repository.DownloadCache.DownloadCache(Strategy)",1,1,3
"com.android.sdklib.internal.repository.DownloadCache.clearCache()",1,7,7
"com.android.sdklib.internal.repository.DownloadCache.clearOldCache()",1,9,9
"com.android.sdklib.internal.repository.DownloadCache.downloadAndCache(String,ITaskMonitor,File,File,Header[],AtomicInteger)",2,11,20
"com.android.sdklib.internal.repository.DownloadCache.getCacheFilename(String)",1,3,3
"com.android.sdklib.internal.repository.DownloadCache.getCacheRoot()",1,1,1
"com.android.sdklib.internal.repository.DownloadCache.getCurrentSize()",1,7,7
"com.android.sdklib.internal.repository.DownloadCache.getInfoFilename(String)",1,1,1
"com.android.sdklib.internal.repository.DownloadCache.getStrategy()",1,1,1
"com.android.sdklib.internal.repository.DownloadCache.initCacheRoot()",1,2,3
"com.android.sdklib.internal.repository.DownloadCache.openCachedUrl(String,ITaskMonitor)",12,24,38
"com.android.sdklib.internal.repository.DownloadCache.openDirectUrl(String,Header[],ITaskMonitor)",1,2,2
"com.android.sdklib.internal.repository.DownloadCache.openDirectUrl(String,ITaskMonitor)",1,2,2
"com.android.sdklib.internal.repository.DownloadCache.readCachedFile(File)",2,4,7
"com.android.sdklib.internal.repository.DownloadCache.readInfo(File)",2,3,5
"com.android.sdklib.internal.repository.DownloadCache.saveInfo(String,HttpResponse,File)",1,4,4
"com.android.sdklib.internal.repository.LocalSdkParser.LocalSdkParser()",1,1,1
"com.android.sdklib.internal.repository.LocalSdkParser.clearPackages()",1,1,1
"com.android.sdklib.internal.repository.LocalSdkParser.getPackages()",1,1,1
"com.android.sdklib.internal.repository.LocalSdkParser.parseProperties(File)",3,4,6
"com.android.sdklib.internal.repository.LocalSdkParser.parseSdk(String,SdkManager,ITaskMonitor)",1,1,1
"com.android.sdklib.internal.repository.LocalSdkParser.parseSdk(String,SdkManager,int,ITaskMonitor)",1,28,28
"com.android.sdklib.internal.repository.LocalSdkParser.scanDoc(File,ILogger)",2,3,3
"com.android.sdklib.internal.repository.LocalSdkParser.scanExtras(SdkManager,HashSet<File>,ArrayList<Package>,ILogger)",2,3,4
"com.android.sdklib.internal.repository.LocalSdkParser.scanExtrasDirectory(String,HashSet<File>,ArrayList<Package>,ILogger)",2,6,7
"com.android.sdklib.internal.repository.LocalSdkParser.scanMissingAddons(SdkManager,HashSet<File>,ArrayList<Package>,ILogger)",2,5,6
"com.android.sdklib.internal.repository.LocalSdkParser.scanMissingSamples(SdkManager,HashSet<File>,ArrayList<Package>,ILogger)",2,6,7
"com.android.sdklib.internal.repository.LocalSdkParser.scanMissingSystemImages(SdkManager,HashSet<File>,ArrayList<Package>,ILogger)",2,10,12
"com.android.sdklib.internal.repository.LocalSdkParser.scanPlatformTools(File,ILogger)",2,2,3
"com.android.sdklib.internal.repository.LocalSdkParser.scanSources(SdkManager,HashSet<File>,ArrayList<Package>,ILogger)",2,6,8
"com.android.sdklib.internal.repository.LocalSdkParser.scanTools(File,ILogger)",2,7,11
"com.android.sdklib.internal.repository.NullTaskMonitor.NullTaskMonitor(ILogger)",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.createSubMonitor(int)",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.displayLoginCredentialsPrompt(String,String)",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.displayPrompt(String,String)",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.error(Throwable,String,Object...)",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.getProgress()",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.getProgressMax()",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.incProgress(int)",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.info(String,Object...)",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.isCancelRequested()",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.log(String,Object...)",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.logError(String,Object...)",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.logVerbose(String,Object...)",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.setDescription(String,Object...)",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.setProgressMax(int)",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.verbose(String,Object...)",1,1,1
"com.android.sdklib.internal.repository.NullTaskMonitor.warning(String,Object...)",1,1,1
"com.android.sdklib.internal.repository.SdkStats.PlatformStat.PlatformStat(PlatformStatBase,float)",1,1,1
"com.android.sdklib.internal.repository.SdkStats.PlatformStat.PlatformStat(int,String,String,float,float)",1,1,1
"com.android.sdklib.internal.repository.SdkStats.PlatformStat.getAccumShare()",1,1,1
"com.android.sdklib.internal.repository.SdkStats.PlatformStat.toString()",1,1,1
"com.android.sdklib.internal.repository.SdkStats.PlatformStatBase.PlatformStatBase(int,String,String,float)",1,1,1
"com.android.sdklib.internal.repository.SdkStats.PlatformStatBase.getApiLevel()",1,1,1
"com.android.sdklib.internal.repository.SdkStats.PlatformStatBase.getCodeName()",1,1,1
"com.android.sdklib.internal.repository.SdkStats.PlatformStatBase.getShare()",1,1,1
"com.android.sdklib.internal.repository.SdkStats.PlatformStatBase.getVersionName()",1,1,1
"com.android.sdklib.internal.repository.SdkStats.PlatformStatBase.toString()",1,1,1
"com.android.sdklib.internal.repository.SdkStats.SdkStats()",1,1,1
"com.android.sdklib.internal.repository.SdkStats.closeStream(InputStream)",1,3,4
"com.android.sdklib.internal.repository.SdkStats.fetchXmlUrl(String,DownloadCache,ITaskMonitor,Exception[])",1,2,4
"com.android.sdklib.internal.repository.SdkStats.getDocument(InputStream,ITaskMonitor)",1,4,4
"com.android.sdklib.internal.repository.SdkStats.getFirstChild(Node,String,String)",4,5,6
"com.android.sdklib.internal.repository.SdkStats.getStats()",1,1,1
"com.android.sdklib.internal.repository.SdkStats.getValidator(int)",2,3,5
"com.android.sdklib.internal.repository.SdkStats.getXmlSchemaVersion(InputStream)",9,9,14
"com.android.sdklib.internal.repository.SdkStats.load(DownloadCache,boolean,ITaskMonitor)",5,15,16
"com.android.sdklib.internal.repository.SdkStats.parseStatsDocument(Document,String,ITaskMonitor)",10,14,23
"com.android.sdklib.internal.repository.SdkStats.validateXml(InputStream,String,int,String[],Boolean[])",3,4,5
"com.android.sdklib.internal.repository.UrlOpener.UrlOpener()",1,1,1
"com.android.sdklib.internal.repository.UrlOpener.openUrl(String,boolean,ITaskMonitor,Header[])",2,13,20
"com.android.sdklib.internal.repository.UrlOpener.openWithHttpClient(String,ITaskMonitor,Header[])",8,23,26
"com.android.sdklib.internal.repository.UrlOpener.openWithUrl(String,Header[])",1,7,10
"com.android.sdklib.internal.repository.UrlOpener.toByteArrayInputStream(InputStream)",1,3,3
"com.android.sdklib.internal.repository.UserCredentials.UserCredentials(String,String,String,String)",1,1,1
"com.android.sdklib.internal.repository.UserCredentials.getDomain()",1,1,1
"com.android.sdklib.internal.repository.UserCredentials.getPassword()",1,1,1
"com.android.sdklib.internal.repository.UserCredentials.getUserName()",1,1,1
"com.android.sdklib.internal.repository.UserCredentials.getWorkstation()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.Arch.Arch(String)",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.Arch.getCurrentArch()",4,7,8
"com.android.sdklib.internal.repository.archives.Archive.Arch.getUiName()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.Arch.getXmlName()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.Arch.isCompatible()",2,1,2
"com.android.sdklib.internal.repository.archives.Archive.Archive(Package,Os,Arch,String,long,String)",1,2,2
"com.android.sdklib.internal.repository.archives.Archive.Archive(Package,Properties,Os,Arch,String)",1,3,3
"com.android.sdklib.internal.repository.archives.Archive.ChecksumType.ChecksumType(String)",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.ChecksumType.getMessageDigest()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.Os.Os(String)",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.Os.getCurrentOs()",4,3,4
"com.android.sdklib.internal.repository.archives.Archive.Os.getUiName()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.Os.getXmlName()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.Os.isCompatible()",2,1,2
"com.android.sdklib.internal.repository.archives.Archive.compareTo(Archive)",2,2,3
"com.android.sdklib.internal.repository.archives.Archive.deleteLocal()",1,2,2
"com.android.sdklib.internal.repository.archives.Archive.equals(Object)",24,7,24
"com.android.sdklib.internal.repository.archives.Archive.getArch()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.getChecksum()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.getChecksumType()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.getLocalOsPath()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.getLongDescription()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.getOs()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.getOsDescription()",1,4,6
"com.android.sdklib.internal.repository.archives.Archive.getParentPackage()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.getSha1Description()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.getShortDescription()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.getSize()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.getSizeDescription()",1,4,4
"com.android.sdklib.internal.repository.archives.Archive.getUrl()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.hashCode()",1,7,8
"com.android.sdklib.internal.repository.archives.Archive.isCompatible()",1,2,2
"com.android.sdklib.internal.repository.archives.Archive.isLocal()",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.saveProperties(Properties)",1,1,1
"com.android.sdklib.internal.repository.archives.Archive.toString()",2,1,2
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.ArchiveInstaller()",1,1,1
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.ArchiveInstaller(IFileOp)",1,1,1
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.downloadFile(Archive,String,DownloadCache,ITaskMonitor,boolean)",9,13,14
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.fetchUrl(Archive,Header[],File,File,String,String,DownloadCache,ITaskMonitor)",8,22,34
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.fileChecksum(MessageDigest,File,ITaskMonitor)",1,6,7
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.generateSourceProperties(Archive,File)",1,2,2
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.getDigestChecksum(MessageDigest)",1,2,2
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.getFileOp()",1,1,1
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.getNewTempFolder(String,String,String)",5,4,6
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.getTempFolder(String)",1,1,1
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.install(ArchiveReplacement,String,boolean,SdkManager,DownloadCache,ITaskMonitor)",5,8,8
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.moveFolder(File,File)",3,2,4
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.preparePartialDownload(Archive,File,File)",4,9,11
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.restoreFolder(File,File)",4,12,16
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.unarchive(ArchiveReplacement,String,File,SdkManager,ITaskMonitor)",12,20,23
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.unzipFolder(ArchiveReplacement,File,File,ITaskMonitor)",9,19,21
"com.android.sdklib.internal.repository.archives.ArchiveInstaller.windowsDestDirLocked(String,File,ITaskMonitor)",1,9,9
"com.android.sdklib.internal.repository.archives.ArchiveReplacement.ArchiveReplacement(Archive,Archive)",1,1,1
"com.android.sdklib.internal.repository.archives.ArchiveReplacement.getLongDescription()",3,3,3
"com.android.sdklib.internal.repository.archives.ArchiveReplacement.getNewArchive()",1,1,1
"com.android.sdklib.internal.repository.archives.ArchiveReplacement.getReplaced()",1,1,1
"com.android.sdklib.internal.repository.archives.ArchiveReplacement.getShortDescription()",3,3,3
"com.android.sdklib.internal.repository.archives.ArchiveReplacement.toString()",3,3,3
"com.android.sdklib.internal.repository.packages.AddonPackage.AddonPackage(IAndroidTarget,Properties)",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.AddonPackage(SdkSource,IAndroidTarget,Properties)",1,5,10
"com.android.sdklib.internal.repository.packages.AddonPackage.AddonPackage(SdkSource,Node,String,Map<String, String>)",1,3,7
"com.android.sdklib.internal.repository.packages.AddonPackage.Lib.Lib(String,String)",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.Lib.equals(Object)",10,3,10
"com.android.sdklib.internal.repository.packages.AddonPackage.Lib.getDescription()",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.Lib.getName()",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.Lib.hashCode()",1,3,3
"com.android.sdklib.internal.repository.packages.AddonPackage.comparisonKey()",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.create(IAndroidTarget,Properties)",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.createBroken(String,Properties,Map<String, String>,String)",1,1,2
"com.android.sdklib.internal.repository.packages.AddonPackage.encodeAddonName()",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.equals(Object)",17,5,17
"com.android.sdklib.internal.repository.packages.AddonPackage.getAndroidVersion()",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.getDisplayName()",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.getDisplayVendor()",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.getExactApiLevel()",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.getInstallFolder(String,SdkManager)",6,10,11
"com.android.sdklib.internal.repository.packages.AddonPackage.getLayoutlibVersion()",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.getLibs()",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.getListDescription()",1,1,2
"com.android.sdklib.internal.repository.packages.AddonPackage.getLongDescription()",1,2,4
"com.android.sdklib.internal.repository.packages.AddonPackage.getNameId()",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.getShortDescription()",1,1,2
"com.android.sdklib.internal.repository.packages.AddonPackage.getVendorId()",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.hashCode()",1,5,5
"com.android.sdklib.internal.repository.packages.AddonPackage.installId()",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.parseLib(Node)",1,1,1
"com.android.sdklib.internal.repository.packages.AddonPackage.parseLibs(Node)",1,6,6
"com.android.sdklib.internal.repository.packages.AddonPackage.sameItemAs(Package)",4,4,5
"com.android.sdklib.internal.repository.packages.AddonPackage.sanitizeDisplayToNameId(String)",1,3,3
"com.android.sdklib.internal.repository.packages.AddonPackage.saveProperties(Properties)",1,1,1
"com.android.sdklib.internal.repository.packages.BrokenPackage.BrokenPackage(Properties,String,String,int,int,String)",1,1,1
"com.android.sdklib.internal.repository.packages.BrokenPackage.getExactApiLevel()",1,1,1
"com.android.sdklib.internal.repository.packages.BrokenPackage.getInstallFolder(String,SdkManager)",1,1,1
"com.android.sdklib.internal.repository.packages.BrokenPackage.getListDescription()",1,1,1
"com.android.sdklib.internal.repository.packages.BrokenPackage.getLongDescription()",3,3,5
"com.android.sdklib.internal.repository.packages.BrokenPackage.getMinApiLevel()",1,1,1
"com.android.sdklib.internal.repository.packages.BrokenPackage.getShortDescription()",1,1,1
"com.android.sdklib.internal.repository.packages.BrokenPackage.installId()",1,1,1
"com.android.sdklib.internal.repository.packages.BrokenPackage.postInstallHook(Archive,ITaskMonitor,File)",1,1,1
"com.android.sdklib.internal.repository.packages.BrokenPackage.preInstallHook(Archive,ITaskMonitor,String,File)",1,1,1
"com.android.sdklib.internal.repository.packages.BrokenPackage.sameItemAs(Package)",2,4,4
"com.android.sdklib.internal.repository.packages.BrokenPackage.saveProperties(Properties)",1,1,1
"com.android.sdklib.internal.repository.packages.DocPackage.DocPackage(SdkSource,Node,String,Map<String, String>)",1,1,2
"com.android.sdklib.internal.repository.packages.DocPackage.DocPackage(SdkSource,Properties,int,String,int,String,String,String,Os,Arch,String)",1,1,1
"com.android.sdklib.internal.repository.packages.DocPackage.canBeUpdatedBy(Package)",5,3,6
"com.android.sdklib.internal.repository.packages.DocPackage.create(SdkSource,Properties,int,String,int,String,String,String,Os,Arch,String)",1,1,1
"com.android.sdklib.internal.repository.packages.DocPackage.equals(Object)",7,2,7
"com.android.sdklib.internal.repository.packages.DocPackage.getAndroidVersion()",1,1,1
"com.android.sdklib.internal.repository.packages.DocPackage.getInstallFolder(String,SdkManager)",1,1,1
"com.android.sdklib.internal.repository.packages.DocPackage.getListDescription()",2,2,4
"com.android.sdklib.internal.repository.packages.DocPackage.getLongDescription()",1,4,5
"com.android.sdklib.internal.repository.packages.DocPackage.getShortDescription()",2,2,4
"com.android.sdklib.internal.repository.packages.DocPackage.hashCode()",1,2,2
"com.android.sdklib.internal.repository.packages.DocPackage.installId()",1,1,1
"com.android.sdklib.internal.repository.packages.DocPackage.sameItemAs(Package)",2,2,2
"com.android.sdklib.internal.repository.packages.DocPackage.saveProperties(Properties)",1,1,1
"com.android.sdklib.internal.repository.packages.ExtraPackage.ExtraPackage(SdkSource,Node,String,Map<String, String>)",1,3,5
"com.android.sdklib.internal.repository.packages.ExtraPackage.ExtraPackage(SdkSource,Properties,String,String,int,String,String,String,Os,Arch,String)",1,9,11
"com.android.sdklib.internal.repository.packages.ExtraPackage.comparisonKey()",1,1,1
"com.android.sdklib.internal.repository.packages.ExtraPackage.create(SdkSource,Properties,String,String,int,String,String,String,Os,Arch,String)",1,1,1
"com.android.sdklib.internal.repository.packages.ExtraPackage.equals(Object)",12,3,12
"com.android.sdklib.internal.repository.packages.ExtraPackage.getDisplayName()",1,1,1
"com.android.sdklib.internal.repository.packages.ExtraPackage.getInstallFolder(String,SdkManager)",4,4,5
"com.android.sdklib.internal.repository.packages.ExtraPackage.getInstallSubFolder(String)",1,3,5
"com.android.sdklib.internal.repository.packages.ExtraPackage.getListDescription()",1,1,2
"com.android.sdklib.internal.repository.packages.ExtraPackage.getLocalArchivePath()",3,3,4
"com.android.sdklib.internal.repository.packages.ExtraPackage.getLongDescription()",1,5,7
"com.android.sdklib.internal.repository.packages.ExtraPackage.getMinApiLevel()",1,1,1
"com.android.sdklib.internal.repository.packages.ExtraPackage.getOldPaths()",2,2,3
"com.android.sdklib.internal.repository.packages.ExtraPackage.getPath()",1,3,3
"com.android.sdklib.internal.repository.packages.ExtraPackage.getPrettyName()",1,11,14
"com.android.sdklib.internal.repository.packages.ExtraPackage.getProjectFiles()",1,1,1
"com.android.sdklib.internal.repository.packages.ExtraPackage.getShortDescription()",1,1,2
"com.android.sdklib.internal.repository.packages.ExtraPackage.getVendorDisplay()",1,1,1
"com.android.sdklib.internal.repository.packages.ExtraPackage.getVendorId()",1,1,1
"com.android.sdklib.internal.repository.packages.ExtraPackage.hashCode()",1,3,3
"com.android.sdklib.internal.repository.packages.ExtraPackage.installId()",1,1,1
"com.android.sdklib.internal.repository.packages.ExtraPackage.parseProjectFiles(Node)",1,8,8
"com.android.sdklib.internal.repository.packages.ExtraPackage.sameItemAs(Package)",6,4,8
"com.android.sdklib.internal.repository.packages.ExtraPackage.sameVendorAndPath(String,String,String,String)",7,13,21
"com.android.sdklib.internal.repository.packages.ExtraPackage.sanitizeLegacyVendor(String)",2,4,4
"com.android.sdklib.internal.repository.packages.ExtraPackage.saveProperties(Properties)",1,7,7
"com.android.sdklib.internal.repository.packages.FullRevision.FullRevision(int)",1,1,1
"com.android.sdklib.internal.repository.packages.FullRevision.FullRevision(int,int,int)",1,1,1
"com.android.sdklib.internal.repository.packages.FullRevision.FullRevision(int,int,int,int)",1,1,1
"com.android.sdklib.internal.repository.packages.FullRevision.compareTo(FullRevision)",4,1,6
"com.android.sdklib.internal.repository.packages.FullRevision.equals(Object)",8,1,8
"com.android.sdklib.internal.repository.packages.FullRevision.getMajor()",1,1,1
"com.android.sdklib.internal.repository.packages.FullRevision.getMicro()",1,1,1
"com.android.sdklib.internal.repository.packages.FullRevision.getMinor()",1,1,1
"com.android.sdklib.internal.repository.packages.FullRevision.getPreview()",1,1,1
"com.android.sdklib.internal.repository.packages.FullRevision.hashCode()",1,1,1
"com.android.sdklib.internal.repository.packages.FullRevision.isPreview()",1,1,1
"com.android.sdklib.internal.repository.packages.FullRevision.parseRevision(String)",3,6,8
"com.android.sdklib.internal.repository.packages.FullRevision.toIntArray(boolean)",1,1,3
"com.android.sdklib.internal.repository.packages.FullRevision.toShortString()",1,4,5
"com.android.sdklib.internal.repository.packages.FullRevision.toString()",1,2,2
"com.android.sdklib.internal.repository.packages.FullRevisionPackage.FullRevisionPackage(SdkSource,Node,String,Map<String, String>)",1,1,1
"com.android.sdklib.internal.repository.packages.FullRevisionPackage.FullRevisionPackage(SdkSource,Properties,int,String,String,String,Os,Arch,String)",1,2,4
"com.android.sdklib.internal.repository.packages.FullRevisionPackage.canBeUpdatedBy(Package)",5,2,6
"com.android.sdklib.internal.repository.packages.FullRevisionPackage.equals(Object)",7,2,7
"com.android.sdklib.internal.repository.packages.FullRevisionPackage.getRevision()",1,1,1
"com.android.sdklib.internal.repository.packages.FullRevisionPackage.hashCode()",1,2,2
"com.android.sdklib.internal.repository.packages.FullRevisionPackage.saveProperties(Properties)",1,1,1
"com.android.sdklib.internal.repository.packages.LayoutlibVersionMixin.LayoutlibVersionMixin(Node)",1,2,2
"com.android.sdklib.internal.repository.packages.LayoutlibVersionMixin.LayoutlibVersionMixin(Properties)",1,1,1
"com.android.sdklib.internal.repository.packages.LayoutlibVersionMixin.equals(Object)",7,2,7
"com.android.sdklib.internal.repository.packages.LayoutlibVersionMixin.getLayoutlibVersion()",1,1,1
"com.android.sdklib.internal.repository.packages.LayoutlibVersionMixin.hashCode()",1,2,2
"com.android.sdklib.internal.repository.packages.LayoutlibVersionMixin.saveProperties(Properties)",1,2,2
"com.android.sdklib.internal.repository.packages.MajorRevision.MajorRevision(int)",1,1,1
"com.android.sdklib.internal.repository.packages.MajorRevision.parseRevision(String)",2,1,2
"com.android.sdklib.internal.repository.packages.MajorRevision.toString()",1,1,1
"com.android.sdklib.internal.repository.packages.MajorRevisionPackage.MajorRevisionPackage(SdkSource,Node,String,Map<String, String>)",1,1,1
"com.android.sdklib.internal.repository.packages.MajorRevisionPackage.MajorRevisionPackage(SdkSource,Properties,int,String,String,String,Os,Arch,String)",1,2,4
"com.android.sdklib.internal.repository.packages.MajorRevisionPackage.canBeUpdatedBy(Package)",4,1,4
"com.android.sdklib.internal.repository.packages.MajorRevisionPackage.getRevision()",1,1,1
"com.android.sdklib.internal.repository.packages.MajorRevisionPackage.saveProperties(Properties)",1,1,1
"com.android.sdklib.internal.repository.packages.MinToolsPackage.MinToolsPackage(SdkSource,Node,String,Map<String, String>)",1,1,1
"com.android.sdklib.internal.repository.packages.MinToolsPackage.MinToolsPackage(SdkSource,Properties,int,String,String,String,Os,Arch,String)",1,2,3
"com.android.sdklib.internal.repository.packages.MinToolsPackage.equals(Object)",7,2,7
