,CBO,DIT,LCOM,LongMethod,NOC,RFC,WMC,ev(G),instance,iv(G),project_id,v(G)
7104,34.0,1.0,1.0,0.0,0.0,62.0,29.0,1.0,org.apache.lucene.facet.search.TestTotalFacetCountsCache,5.0,113,7.0
7105,10.0,0.0,5.0,0.0,1.0,26.0,30.0,5.0,org.apache.lucene.facet.search.TopKFacetResultsHandler,7.0,113,11.0
7106,22.0,0.0,2.0,0.0,0.0,41.0,65.0,9.0,org.apache.lucene.facet.search.TopKInEachNodeHandler,11.0,113,19.0
7107,14.0,0.0,2.0,0.0,0.0,15.0,18.0,3.0,org.apache.lucene.facet.search.TotalFacetCounts,4.0,113,4.0
7108,5.0,0.0,2.0,0.0,0.0,12.0,19.0,4.0,org.apache.lucene.facet.search.TotalFacetCountsCache,6.0,113,7.0
7109,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,org.apache.lucene.facet.search.aggregator.ComplementCountingAggregator,1.0,113,1.0
7110,2.0,0.0,2.0,0.0,0.0,5.0,7.0,2.0,org.apache.lucene.facet.search.aggregator.CountingAggregator,2.0,113,3.0
7111,1.0,0.0,1.0,0.0,0.0,5.0,7.0,2.0,org.apache.lucene.facet.search.aggregator.ScoringAggregator,2.0,113,3.0
7112,6.0,0.0,1.0,0.0,0.0,10.0,8.0,2.0,org.apache.lucene.facet.search.aggregator.association.AssociationFloatSumAggregator,3.0,113,4.0
7113,6.0,0.0,1.0,0.0,0.0,10.0,8.0,2.0,org.apache.lucene.facet.search.aggregator.association.AssociationIntSumAggregator,3.0,113,4.0
7114,26.0,1.0,1.0,0.0,0.0,35.0,7.0,1.0,org.apache.lucene.facet.search.association.AssociationsFacetRequestTest,3.0,113,3.0
7115,10.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,org.apache.lucene.facet.search.cache.CategoryListCache,1.0,113,1.0
7116,10.0,0.0,1.0,0.0,1.0,16.0,10.0,2.0,org.apache.lucene.facet.search.cache.CategoryListData,7.0,113,8.0
7117,19.0,0.0,4.0,0.0,0.0,8.0,6.0,2.0,org.apache.lucene.facet.search.params.CountFacetRequest,1.0,113,2.0
7118,34.0,0.0,11.0,0.0,3.0,31.0,26.0,3.0,org.apache.lucene.facet.search.params.FacetRequest,7.0,113,7.0
7119,9.0,1.0,5.0,0.0,0.0,14.0,6.0,1.0,org.apache.lucene.facet.search.params.FacetRequestTest,1.0,113,1.0
7120,34.0,0.0,3.0,0.0,0.0,9.0,10.0,2.0,org.apache.lucene.facet.search.params.FacetSearchParams,2.0,113,2.0
7121,10.0,1.0,4.0,0.0,0.0,12.0,4.0,1.0,org.apache.lucene.facet.search.params.FacetSearchParamsTest,1.0,113,2.0
7122,27.0,1.0,1.0,0.0,0.0,34.0,10.0,3.0,org.apache.lucene.facet.search.params.MultiIteratorsPerCLParamsTest,3.0,113,3.0
7123,7.0,0.0,4.0,0.0,0.0,7.0,5.0,1.0,org.apache.lucene.facet.search.params.ScoreFacetRequest,1.0,113,1.0
7124,9.0,1.0,4.0,0.0,0.0,8.0,5.0,1.0,org.apache.lucene.facet.search.params.association.AssociationFloatSumFacetRequest,1.0,113,1.0
7125,9.0,1.0,4.0,0.0,0.0,8.0,5.0,1.0,org.apache.lucene.facet.search.params.association.AssociationIntSumFacetRequest,1.0,113,1.0
7126,38.0,0.0,3.0,0.0,1.0,7.0,8.0,1.0,org.apache.lucene.facet.search.results.FacetResult,3.0,113,3.0
7127,6.0,0.0,2.0,0.0,0.0,26.0,41.0,2.0,org.apache.lucene.facet.search.results.MutableFacetResultNode,5.0,113,6.0
7128,19.0,3.0,1.0,0.0,2.0,18.0,10.0,4.0,org.apache.lucene.facet.search.sampling.BaseSampleTestTopK,3.0,113,5.0
7129,5.0,0.0,1.0,0.0,0.0,7.0,6.0,1.0,org.apache.lucene.facet.search.sampling.RandomSampler,4.0,113,5.0
7130,8.0,0.0,1.0,0.0,0.0,16.0,41.0,8.0,org.apache.lucene.facet.search.sampling.RepeatableSampler,8.0,113,9.0
7131,13.0,0.0,2.0,0.0,0.0,23.0,13.0,2.0,org.apache.lucene.facet.search.sampling.Sampler,3.0,113,3.0
7132,12.0,1.0,1.0,0.0,0.0,12.0,8.0,2.0,org.apache.lucene.facet.search.sampling.SamplingAccumulator,3.0,113,3.0
7133,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,org.apache.lucene.facet.search.sampling.SamplingAccumulatorTest,1.0,113,1.0
7134,0.0,0.0,2.0,0.0,0.0,11.0,11.0,1.0,org.apache.lucene.facet.search.sampling.SamplingParams,1.0,113,4.0
7135,11.0,0.0,1.0,0.0,0.0,18.0,18.0,10.0,org.apache.lucene.facet.search.sampling.TakmiSampleFixer,4.0,113,10.0
7136,85.0,0.0,2.0,0.0,0.0,42.0,167.0,8.0,org.apache.lucene.facet.taxonomy.CategoryPath,8.0,113,9.0
7137,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,org.apache.lucene.facet.taxonomy.InconsistentTaxonomyException,1.0,113,1.0
7138,4.0,1.0,28.0,0.0,0.0,73.0,50.0,1.0,org.apache.lucene.facet.taxonomy.TestCategoryPath,7.0,113,7.0
7139,9.0,1.0,8.0,0.0,0.0,40.0,84.0,9.0,org.apache.lucene.facet.taxonomy.TestTaxonomyCombined,9.0,113,14.0
7140,39.0,0.0,2.0,0.0,1.0,48.0,51.0,5.0,org.apache.lucene.facet.taxonomy.directory.DirectoryTaxonomyReader,6.0,113,7.0
7141,58.0,0.0,6.0,0.0,1.0,96.0,93.0,7.0,org.apache.lucene.facet.taxonomy.directory.DirectoryTaxonomyWriter,14.0,113,19.0
7142,7.0,0.0,1.0,0.0,0.0,13.0,13.0,9.0,org.apache.lucene.facet.taxonomy.directory.ParentArray,5.0,113,11.0
7143,12.0,1.0,1.0,0.0,0.0,20.0,25.0,4.0,org.apache.lucene.facet.taxonomy.directory.TestAddTaxonomies,19.0,113,21.0
7144,12.0,1.0,6.0,0.0,0.0,29.0,12.0,1.0,org.apache.lucene.facet.taxonomy.directory.TestDirectoryTaxonomyReader,6.0,113,6.0
7145,11.0,1.0,3.0,0.0,0.0,20.0,7.0,1.0,org.apache.lucene.facet.taxonomy.directory.TestDirectoryTaxonomyWriter,1.0,113,2.0
7146,6.0,1.0,1.0,0.0,0.0,14.0,3.0,2.0,org.apache.lucene.facet.taxonomy.directory.TestIndexClose,3.0,113,3.0
7147,2.0,0.0,6.0,0.0,0.0,17.0,27.0,1.0,org.apache.lucene.facet.taxonomy.writercache.cl2o.CharBlockArray,3.0,113,4.0
7148,3.0,0.0,2.0,0.0,0.0,9.0,10.0,1.0,org.apache.lucene.facet.taxonomy.writercache.cl2o.Cl2oTaxonomyWriterCache,3.0,113,3.0
7149,4.0,0.0,1.0,0.0,0.0,21.0,31.0,3.0,org.apache.lucene.facet.taxonomy.writercache.cl2o.CollisionMap,4.0,113,5.0
7150,4.0,0.0,1.0,0.0,0.0,34.0,68.0,4.0,org.apache.lucene.facet.taxonomy.writercache.cl2o.CompactLabelToOrdinal,7.0,113,10.0
7151,3.0,0.0,5.0,0.0,1.0,6.0,2.0,1.0,org.apache.lucene.facet.taxonomy.writercache.cl2o.LabelToOrdinal,1.0,113,1.0
7152,2.0,1.0,1.0,0.0,0.0,9.0,7.0,1.0,org.apache.lucene.facet.taxonomy.writercache.cl2o.TestCharBlockArray,5.0,113,5.0
7153,5.0,1.0,1.0,0.0,0.0,12.0,8.0,1.0,org.apache.lucene.facet.taxonomy.writercache.cl2o.TestCompactLabelToOrdinal,6.0,113,9.0
7154,3.0,0.0,1.0,0.0,0.0,10.0,14.0,2.0,org.apache.lucene.facet.taxonomy.writercache.lru.LruTaxonomyWriterCache,3.0,113,4.0
7155,1.0,0.0,2.0,0.0,0.0,5.0,3.0,1.0,org.apache.lucene.facet.taxonomy.writercache.lru.NameHashIntCacheLRU,1.0,113,1.0
7156,1.0,0.0,1.0,0.0,0.0,15.0,18.0,3.0,org.apache.lucene.facet.taxonomy.writercache.lru.NameIntCacheLRU,3.0,113,5.0
7157,1.0,0.0,1.0,0.0,0.0,6.0,10.0,3.0,org.apache.lucene.facet.util.MultiCategoryListIterator,3.0,113,3.0
7158,12.0,0.0,2.0,0.0,0.0,13.0,9.0,2.0,org.apache.lucene.facet.util.PartitionsUtils,1.0,113,2.0
7159,11.0,0.0,1.0,0.0,0.0,9.0,7.0,7.0,org.apache.lucene.facet.util.ResultSortUtils,4.0,113,7.0
7160,15.0,0.0,2.0,0.0,0.0,22.0,33.0,2.0,org.apache.lucene.facet.util.ScoredDocIdsUtils,4.0,113,8.0
7161,19.0,1.0,1.0,0.0,0.0,49.0,12.0,1.0,org.apache.lucene.facet.util.TestScoredDocIDsUtils,3.0,113,7.0
7162,6.0,0.0,4.0,0.0,2.0,10.0,14.0,3.0,org.apache.lucene.index.AbstractAllTermDocs,2.0,113,4.0
7163,3.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,org.apache.lucene.index.AllTermDocs,2.0,113,2.0
7164,9.0,3.0,1.0,0.0,0.0,33.0,64.0,7.0,org.apache.lucene.index.BalancedSegmentMergePolicy,9.0,113,13.0
7165,9.0,0.0,1.0,0.0,0.0,7.0,15.0,2.0,org.apache.lucene.index.BufferedDeletes,6.0,113,6.0
7166,20.0,0.0,1.0,0.0,0.0,41.0,60.0,6.0,org.apache.lucene.index.BufferedDeletesStream,14.0,113,25.0
7167,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,org.apache.lucene.index.BugReproAnalyzer,1.0,113,1.0
7168,7.0,3.0,1.0,0.0,0.0,8.0,3.0,2.0,org.apache.lucene.index.BugReproAnalyzerTokenizer,2.0,113,2.0
7169,6.0,2.0,1.0,0.0,0.0,8.0,3.0,2.0,org.apache.lucene.index.BugReproTokenStream,2.0,113,2.0
7170,11.0,0.0,1.0,0.0,0.0,8.0,11.0,1.0,org.apache.lucene.index.ByteBlockPool,4.0,113,4.0
7171,12.0,2.0,5.0,0.0,0.0,11.0,17.0,3.0,org.apache.lucene.index.ByteSliceReader,3.0,113,3.0
7172,5.0,0.0,1.0,0.0,0.0,7.0,10.0,1.0,org.apache.lucene.index.ByteSliceWriter,3.0,113,3.0
7173,8.0,0.0,1.0,0.0,0.0,6.0,4.0,1.0,org.apache.lucene.index.CharBlockPool,2.0,113,2.0
7174,36.0,0.0,1.0,1.0,0.0,75.0,134.0,28.0,org.apache.lucene.index.CheckIndex,39.0,113,65.0
7175,36.0,0.0,1.0,1.0,0.0,75.0,134.0,28.0,org.apache.lucene.index.CheckIndex,39.0,113,65.0
7176,12.0,0.0,1.0,0.0,0.0,6.0,27.0,6.0,org.apache.lucene.index.CoalescedDeletes,9.0,113,12.0
7177,8.0,0.0,1.0,0.0,0.0,12.0,13.0,2.0,org.apache.lucene.index.CompoundFileExtractor,14.0,113,15.0
7178,23.0,1.0,5.0,0.0,0.0,27.0,28.0,3.0,org.apache.lucene.index.CompoundFileReader,6.0,113,10.0
7179,13.0,0.0,1.0,0.0,0.0,24.0,20.0,4.0,org.apache.lucene.index.CompoundFileWriter,4.0,113,7.0
7180,47.0,1.0,2.0,0.0,3.0,41.0,66.0,5.0,org.apache.lucene.index.ConcurrentMergeScheduler,11.0,113,12.0
7181,99.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,org.apache.lucene.index.CorruptIndexException,1.0,113,1.0
7182,4.0,1.0,1.0,0.0,0.0,13.0,10.0,1.0,org.apache.lucene.index.DefaultSkipListReader,3.0,113,3.0
7183,7.0,1.0,1.0,0.0,0.0,10.0,10.0,1.0,org.apache.lucene.index.DefaultSkipListWriter,3.0,113,3.0
7184,42.0,1.0,2.0,0.0,1.0,140.0,145.0,9.0,org.apache.lucene.index.DirectoryReader,18.0,113,23.0
7185,7.0,0.0,5.0,0.0,1.0,5.0,1.0,1.0,org.apache.lucene.index.DocFieldConsumer,1.0,113,1.0
7186,12.0,1.0,2.0,0.0,0.0,18.0,6.0,1.0,org.apache.lucene.index.DocFieldProcessor,2.0,113,2.0
7187,5.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,org.apache.lucene.index.DocFieldProcessorPerField,1.0,113,1.0
7188,24.0,1.0,1.0,0.0,0.0,32.0,40.0,4.0,org.apache.lucene.index.DocFieldProcessorPerThread,13.0,113,15.0
7189,41.0,0.0,5.0,0.0,0.0,29.0,17.0,1.0,org.apache.lucene.index.DocHelper,2.0,113,2.0
7190,15.0,1.0,2.0,0.0,0.0,15.0,8.0,1.0,org.apache.lucene.index.DocInverter,3.0,113,3.0
7191,24.0,1.0,1.0,0.0,0.0,35.0,22.0,13.0,org.apache.lucene.index.DocInverterPerField,19.0,113,22.0
7192,19.0,1.0,2.0,0.0,0.0,16.0,5.0,1.0,org.apache.lucene.index.DocInverterPerThread,1.0,113,1.0
7193,66.0,0.0,2.0,0.0,0.0,104.0,139.0,8.0,org.apache.lucene.index.DocumentsWriter,22.0,113,27.0
7194,6.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,org.apache.lucene.index.DocumentsWriterThreadState,1.0,113,1.0
7195,58.0,0.0,1.0,0.0,0.0,3.0,11.0,1.0,org.apache.lucene.index.FieldInfo,3.0,113,9.0
7196,83.0,0.0,1.0,0.0,0.0,46.0,50.0,7.0,org.apache.lucene.index.FieldInfos,4.0,113,12.0
7197,41.0,0.0,1.0,0.0,0.0,14.0,14.0,1.0,org.apache.lucene.index.FieldInvertState,1.0,113,1.0
7198,12.0,0.0,1.0,0.0,0.0,29.0,16.0,1.0,org.apache.lucene.index.FieldNormModifier,12.0,113,12.0
7199,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,org.apache.lucene.index.FieldReaderException,1.0,113,1.0
7200,9.0,1.0,1.0,0.0,0.0,8.0,6.0,1.0,org.apache.lucene.index.FieldSortedTermVectorMapper,1.0,113,1.0
7201,34.0,0.0,2.0,0.0,0.0,57.0,65.0,6.0,org.apache.lucene.index.FieldsReader,6.0,113,11.0
7202,18.0,0.0,1.0,0.0,0.0,37.0,35.0,3.0,org.apache.lucene.index.FieldsWriter,6.0,113,16.0
7203,26.0,1.0,1.0,0.0,10.0,74.0,37.0,1.0,org.apache.lucene.index.FilterIndexReader,1.0,113,1.0
7204,20.0,1.0,1.0,0.0,0.0,20.0,11.0,2.0,org.apache.lucene.index.FormatPostingsDocsWriter,4.0,113,7.0
7205,14.0,1.0,1.0,0.0,0.0,8.0,4.0,1.0,org.apache.lucene.index.FormatPostingsFieldsWriter,2.0,113,2.0
7206,14.0,1.0,1.0,0.0,0.0,11.0,10.0,1.0,org.apache.lucene.index.FormatPostingsPositionsWriter,4.0,113,4.0
7207,9.0,0.0,2.0,0.0,1.0,4.0,2.0,1.0,org.apache.lucene.index.FormatPostingsTermsConsumer,2.0,113,3.0
7208,10.0,1.0,2.0,0.0,0.0,10.0,6.0,1.0,org.apache.lucene.index.FormatPostingsTermsWriter,2.0,113,2.0
7209,13.0,0.0,1.0,0.0,0.0,8.0,12.0,3.0,org.apache.lucene.index.FreqProxFieldMergeState,3.0,113,6.0
7210,26.0,1.0,3.0,0.0,0.0,30.0,42.0,6.0,org.apache.lucene.index.FreqProxTermsWriter,12.0,113,26.0
7211,15.0,1.0,6.0,0.0,0.0,21.0,27.0,3.0,org.apache.lucene.index.FreqProxTermsWriterPerField,7.0,113,8.0
7212,10.0,1.0,4.0,0.0,0.0,6.0,5.0,1.0,org.apache.lucene.index.FreqProxTermsWriterPerThread,1.0,113,1.0
7213,12.0,0.0,2.0,0.0,0.0,9.0,15.0,1.0,org.apache.lucene.index.FrozenBufferedDeletes,3.0,113,4.0
7214,58.0,0.0,7.0,0.0,8.0,14.0,8.0,4.0,org.apache.lucene.index.IndexCommit,3.0,113,4.0
7215,15.0,0.0,2.0,0.0,0.0,45.0,80.0,6.0,org.apache.lucene.index.IndexFileDeleter,20.0,113,26.0
7216,6.0,0.0,3.0,0.0,0.0,4.0,15.0,7.0,org.apache.lucene.index.IndexFileNameFilter,7.0,113,9.0
7217,35.0,0.0,5.0,0.0,0.0,6.0,16.0,4.0,org.apache.lucene.index.IndexFileNames,4.0,113,4.0
7218,8.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,org.apache.lucene.index.IndexFormatTooNewException,1.0,113,1.0
7219,4.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,org.apache.lucene.index.IndexFormatTooOldException,1.0,113,1.0
7220,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,org.apache.lucene.index.IndexNotFoundException,1.0,113,1.0
7221,997.0,0.0,36.0,0.0,7.0,108.0,94.0,3.0,org.apache.lucene.index.IndexReader,4.0,113,5.0
7222,15.0,0.0,1.0,0.0,0.0,17.0,9.0,2.0,org.apache.lucene.index.IndexSorter,4.0,113,5.0
7223,5.0,0.0,1.0,0.0,0.0,18.0,23.0,3.0,org.apache.lucene.index.IndexSplitter,7.0,113,7.0
7224,15.0,0.0,1.0,0.0,0.0,23.0,17.0,4.0,org.apache.lucene.index.IndexUpgrader,9.0,113,9.0
7225,448.0,0.0,5.0,1.0,27.0,362.0,449.0,9.0,org.apache.lucene.index.IndexWriter,20.0,113,22.0
7226,448.0,0.0,5.0,1.0,27.0,362.0,449.0,9.0,org.apache.lucene.index.IndexWriter,20.0,113,22.0
7227,396.0,0.0,16.0,0.0,0.0,42.0,54.0,4.0,org.apache.lucene.index.IndexWriterConfig,2.0,113,6.0
7228,4.0,0.0,1.0,0.0,0.0,5.0,6.0,1.0,org.apache.lucene.index.IntBlockPool,3.0,113,3.0
7229,8.0,0.0,5.0,0.0,1.0,5.0,1.0,1.0,org.apache.lucene.index.InvertedDocConsumer,1.0,113,1.0
7230,17.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,org.apache.lucene.index.KeepOnlyLastCommitDeletionPolicy,2.0,113,2.0
7231,27.0,2.0,4.0,0.0,2.0,11.0,10.0,1.0,org.apache.lucene.index.LogByteSizeMergePolicy,1.0,113,1.0
7232,26.0,2.0,2.0,0.0,1.0,5.0,4.0,1.0,org.apache.lucene.index.LogDocMergePolicy,1.0,113,1.0
7233,81.0,1.0,2.0,0.0,2.0,44.0,99.0,9.0,org.apache.lucene.index.LogMergePolicy,17.0,113,27.0
7234,4.0,0.0,1.0,0.0,0.0,4.0,14.0,8.0,org.apache.lucene.index.MergeDocIDRemapper,4.0,113,10.0
7235,41.0,0.0,6.0,0.0,8.0,9.0,2.0,4.0,org.apache.lucene.index.MergePolicy,6.0,113,6.0
7236,4.0,3.0,3.0,0.0,0.0,6.0,7.0,1.0,org.apache.lucene.index.MockIndexInput,2.0,113,3.0
7237,9.0,1.0,2.0,0.0,0.0,11.0,15.0,1.0,org.apache.lucene.index.MockRandomMergePolicy,11.0,113,11.0
7238,7.0,0.0,1.0,0.0,1.0,17.0,28.0,4.0,org.apache.lucene.index.MultiLevelSkipListReader,6.0,113,9.0
7239,6.0,0.0,1.0,0.0,1.0,12.0,16.0,2.0,org.apache.lucene.index.MultiLevelSkipListWriter,3.0,113,5.0
7240,12.0,0.0,1.0,0.0,0.0,17.0,25.0,11.0,org.apache.lucene.index.MultiPassIndexSplitter,12.0,113,16.0
7241,39.0,1.0,5.0,0.0,3.0,72.0,75.0,3.0,org.apache.lucene.index.MultiReader,9.0,113,12.0
7242,10.0,0.0,7.0,0.0,0.0,31.0,21.0,2.0,org.apache.lucene.index.MultipleTermPositions,5.0,113,6.0
7243,10.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,org.apache.lucene.index.NoDeletionPolicy,1.0,113,1.0
7244,18.0,1.0,6.0,0.0,0.0,8.0,8.0,1.0,org.apache.lucene.index.NoMergePolicy,1.0,113,1.0
7245,7.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,org.apache.lucene.index.NoMergeScheduler,1.0,113,1.0
7246,18.0,1.0,4.0,0.0,0.0,16.0,22.0,1.0,org.apache.lucene.index.NormsWriter,15.0,113,19.0
7247,10.0,1.0,1.0,0.0,0.0,11.0,8.0,1.0,org.apache.lucene.index.NormsWriterPerField,4.0,113,5.0
7248,8.0,1.0,5.0,0.0,0.0,7.0,6.0,1.0,org.apache.lucene.index.NormsWriterPerThread,1.0,113,1.0
7249,14.0,0.0,2.0,0.0,0.0,19.0,12.0,3.0,org.apache.lucene.index.PKIndexSplitter,7.0,113,7.0
7250,7.0,1.0,1.0,0.0,0.0,5.0,9.0,1.0,org.apache.lucene.index.ParallelArrayTermVectorMapper,1.0,113,5.0
7251,9.0,0.0,1.0,0.0,2.0,6.0,5.0,1.0,org.apache.lucene.index.ParallelPostingsArray,1.0,113,1.0
7252,31.0,1.0,8.0,0.0,0.0,73.0,82.0,5.0,org.apache.lucene.index.ParallelReader,9.0,113,12.0
7253,68.0,0.0,1.0,0.0,0.0,16.0,23.0,6.0,org.apache.lucene.index.Payload,2.0,113,6.0
7254,10.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,org.apache.lucene.index.PayloadProcessorProvider,1.0,113,1.0
7255,18.0,1.0,1.0,0.0,0.0,35.0,16.0,4.0,org.apache.lucene.index.PersistentSnapshotDeletionPolicy,5.0,113,5.0
7256,6.0,1.0,2.0,0.0,0.0,9.0,11.0,2.0,org.apache.lucene.index.PositionBasedTermVectorMapper,3.0,113,4.0
7257,7.0,0.0,2.0,0.0,0.0,5.0,3.0,3.0,org.apache.lucene.index.PrefixCodedTerms,3.0,113,4.0
7258,20.0,2.0,1.0,1.0,0.0,28.0,33.0,13.0,org.apache.lucene.index.PruningReader,11.0,113,25.0
7259,237.0,0.0,1.0,0.0,0.0,50.0,41.0,3.0,org.apache.lucene.index.RandomIndexWriter,7.0,113,7.0
7260,11.0,2.0,1.0,0.0,0.0,8.0,4.0,1.0,org.apache.lucene.index.ReadOnlyDirectoryReader,1.0,113,1.0
7261,8.0,2.0,2.0,0.0,0.0,4.0,3.0,1.0,org.apache.lucene.index.ReadOnlySegmentReader,2.0,113,2.0
7262,5.0,3.0,1.0,0.0,0.0,8.0,5.0,2.0,org.apache.lucene.index.RepeatingTokenStream,2.0,113,2.0
7263,3.0,0.0,2.0,0.0,0.0,4.0,6.0,3.0,org.apache.lucene.index.ReusableStringReader,3.0,113,3.0
7264,18.0,0.0,1.0,0.0,0.0,31.0,32.0,3.0,org.apache.lucene.index.SegmentCoreReaders,10.0,113,10.0
7265,63.0,0.0,2.0,0.0,0.0,66.0,137.0,11.0,org.apache.lucene.index.SegmentInfo,29.0,113,33.0
7266,71.0,0.0,4.0,0.0,0.0,95.0,109.0,13.0,org.apache.lucene.index.SegmentInfos,27.0,113,39.0
7267,10.0,0.0,1.0,0.0,0.0,13.0,12.0,2.0,org.apache.lucene.index.SegmentMergeInfo,4.0,113,5.0
7268,5.0,1.0,2.0,0.0,0.0,8.0,5.0,2.0,org.apache.lucene.index.SegmentMergeQueue,2.0,113,2.0
7269,48.0,0.0,1.0,0.0,0.0,97.0,89.0,9.0,org.apache.lucene.index.SegmentMerger,11.0,113,13.0
7270,14.0,0.0,1.0,0.0,0.0,23.0,24.0,1.0,org.apache.lucene.index.SegmentNorms,4.0,113,6.0
7271,89.0,1.0,7.0,0.0,1.0,146.0,132.0,4.0,org.apache.lucene.index.SegmentReader,13.0,113,25.0
7272,24.0,0.0,1.0,0.0,2.0,35.0,37.0,4.0,org.apache.lucene.index.SegmentTermDocs,6.0,113,8.0
7273,18.0,1.0,1.0,0.0,0.0,32.0,27.0,3.0,org.apache.lucene.index.SegmentTermEnum,7.0,113,7.0
7274,6.0,1.0,1.0,0.0,0.0,4.0,7.0,2.0,org.apache.lucene.index.SegmentTermPositionVector,1.0,113,4.0
7275,12.0,1.0,2.0,0.0,0.0,25.0,28.0,2.0,org.apache.lucene.index.SegmentTermPositions,4.0,113,4.0
7276,6.0,0.0,3.0,0.0,1.0,8.0,15.0,2.0,org.apache.lucene.index.SegmentTermVector,4.0,113,4.0
7277,23.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,org.apache.lucene.index.SegmentWriteState,1.0,113,1.0
7278,33.0,1.0,2.0,0.0,1.0,4.0,4.0,3.0,org.apache.lucene.index.SerialMergeScheduler,2.0,113,3.0
7279,7.0,2.0,2.0,0.0,0.0,7.0,4.0,1.0,org.apache.lucene.index.SlowMultiReaderWrapper,2.0,113,2.0
7280,15.0,0.0,1.0,0.0,1.0,17.0,31.0,2.0,org.apache.lucene.index.SnapshotDeletionPolicy,8.0,113,9.0
7281,8.0,1.0,1.0,0.0,0.0,13.0,14.0,1.0,org.apache.lucene.index.SortedTermVectorMapper,8.0,113,18.0
7282,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,org.apache.lucene.index.StaleReaderException,1.0,113,1.0
7283,15.0,0.0,2.0,0.0,0.0,22.0,16.0,2.0,org.apache.lucene.index.StoredFieldsWriter,3.0,113,3.0
7284,10.0,0.0,1.0,0.0,0.0,14.0,8.0,1.0,org.apache.lucene.index.StoredFieldsWriterPerThread,2.0,113,2.0
7285,613.0,0.0,1.0,0.0,0.0,13.0,25.0,10.0,org.apache.lucene.index.Term,3.0,113,10.0
7286,8.0,0.0,1.0,0.0,0.0,21.0,18.0,3.0,org.apache.lucene.index.TermBuffer,3.0,113,4.0
7287,9.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,org.apache.lucene.index.TermInfo,1.0,113,1.0
7288,17.0,0.0,1.0,0.0,0.0,38.0,36.0,5.0,org.apache.lucene.index.TermInfosReader,15.0,113,18.0
7289,16.0,0.0,2.0,0.0,0.0,39.0,20.0,4.0,org.apache.lucene.index.TermInfosReaderIndex,6.0,113,7.0
7290,16.0,0.0,1.0,0.0,0.0,24.0,26.0,6.0,org.apache.lucene.index.TermInfosWriter,5.0,113,9.0
7291,11.0,0.0,1.0,0.0,0.0,21.0,12.0,4.0,org.apache.lucene.index.TermVectorAccessor,8.0,113,9.0
7292,10.0,0.0,5.0,0.0,0.0,13.0,18.0,4.0,org.apache.lucene.index.TermVectorEntry,3.0,113,6.0
7293,7.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,org.apache.lucene.index.TermVectorEntryFreqSortedComparator,3.0,113,3.0
7294,20.0,0.0,5.0,0.0,8.0,7.0,5.0,1.0,org.apache.lucene.index.TermVectorMapper,1.0,113,1.0
7295,35.0,0.0,2.0,0.0,0.0,8.0,12.0,5.0,org.apache.lucene.index.TermVectorOffsetInfo,1.0,113,5.0
7296,24.0,0.0,3.0,0.0,0.0,46.0,63.0,3.0,org.apache.lucene.index.TermVectorsReader,14.0,113,16.0
7297,22.0,1.0,2.0,0.0,0.0,28.0,22.0,3.0,org.apache.lucene.index.TermVectorsTermsWriter,5.0,113,5.0
7298,24.0,1.0,5.0,0.0,0.0,36.0,31.0,6.0,org.apache.lucene.index.TermVectorsTermsWriterPerField,7.0,113,13.0
7299,12.0,1.0,2.0,0.0,0.0,10.0,10.0,2.0,org.apache.lucene.index.TermVectorsTermsWriterPerThread,2.0,113,2.0
7300,15.0,0.0,1.0,0.0,0.0,28.0,22.0,8.0,org.apache.lucene.index.TermVectorsWriter,13.0,113,17.0
7301,12.0,1.0,2.0,0.0,0.0,11.0,15.0,1.0,org.apache.lucene.index.TermsHash,6.0,113,8.0
7302,9.0,0.0,4.0,0.0,2.0,4.0,1.0,1.0,org.apache.lucene.index.TermsHashConsumer,1.0,113,1.0
7303,29.0,1.0,1.0,0.0,0.0,42.0,83.0,8.0,org.apache.lucene.index.TermsHashPerField,13.0,113,24.0
7304,21.0,1.0,1.0,0.0,0.0,19.0,13.0,2.0,org.apache.lucene.index.TermsHashPerThread,3.0,113,3.0
7305,17.0,1.0,1.0,0.0,0.0,31.0,5.0,2.0,org.apache.lucene.index.Test2BPostings,5.0,113,6.0
